year,semester,subjectCode,num,time,classroom,capacity,student_count,time_conv,course
2014,1,CUE20003,2,"M5,M6,M7,M8",NTH 211,15,17,"[5, 6, 7, 8]",CUE20003.2
2014,1,CUE20005,1,"M4,T4",NTH 212,40,42,"[4, 16]",CUE20005.1
2014,1,CUE20051,1,"M2,Th2",NTH 212,30,17,"[2, 38]",CUE20051.1
2014,1,CUE20052,1,"M1,Th1",NTH 313,50,41,"[1, 37]",CUE20052.1
2014,1,CUE30001,1,"M5,M6,M7,M8",NTH 220,15,17,"[5, 6, 7, 8]",CUE30001.1
2014,1,CUE30002,1,"M1,Th1",NTH 212,30,6,"[1, 37]",CUE30002.1
2014,1,CUE30005,1,"M3,Th3",NTH 212,30,18,"[3, 39]",CUE30005.1
2014,1,CUE30030,1,"M2,Th2",NTH 209A,30,3,"[2, 38]",CUE30030.1
2014,1,CUE30051,1,"M2,Th2",NTH 213,50,33,"[2, 38]",CUE30051.1
2014,1,CUE30052,1,"M5,Th5",NTH 212,30,6,"[5, 41]",CUE30052.1
2014,1,CUE30062,1,"Th5,Th6,Th7",NTH 211,20,10,"[41, 42, 43]",CUE30062.1
2014,1,CUE40003,1,"M5,M6,M7,M8",NTH 215,15,13,"[5, 6, 7, 8]",CUE40003.1
2014,1,SIE10024,1,"Th8,Th9,Th10",GLC 202,25,2,"[44, 45, 46]",SIE10024.1
2014,1,SIE20023,1,"M8,M9,M10",HDH 303B,25,6,"[8, 9, 10]",SIE20023.1
2014,1,SIE30002,1,"Th8,Th9,Th10",HDH 320B,25,3,"[44, 45, 46]",SIE30002.1
2014,1,SIE30004,1,"M8,M9,M10",HDH 320B,25,6,"[8, 9, 10]",SIE30004.1
2014,1,SIE30005,1,"Th8,Th9,Th10",HDH 323C,25,6,"[44, 45, 46]",SIE30005.1
2014,1,SIE30036,1,"M8,M9,M10",GLC 202,25,5,"[8, 9, 10]",SIE30036.1
2014,1,SIE40014,1,"Th8,Th9,Th10",HDH 320A,25,7,"[44, 45, 46]",SIE40014.1
2014,1,SIE40020,1,"Th8,Th9,Th10",HDH 303B,25,8,"[44, 45, 46]",SIE40020.1
2014,1,SIE40061,1,"M11,W12,F11",HDH 320B,25,11,"[11, 36, 59]",SIE40061.1
2014,1,SIE40063,1,"M8,M9,M10",HDH 320A,25,7,"[8, 9, 10]",SIE40063.1
