학번,입학일자,교육과정,등록학기,학년,주야,현학적,학과명,성별,전공1,전공2,부전공,비고,공학인증여부,연도,학기,코드,분반,과목명,학점,성적,재이수여부
21500146,20150301,,3,2,주간,입학,상담심리사회복지학부,여,상담심리학,사회복지학,,복수,,2015,2,GEK10009,01,공동체리더십훈련2,0.5,P,N
21500146,20150301,,3,2,주간,입학,상담심리사회복지학부,여,상담심리학,사회복지학,,복수,,2015,2,GEK10011,01,창조와 진화,2,B0,N
21500146,20150301,,3,2,주간,입학,상담심리사회복지학부,여,상담심리학,사회복지학,,복수,,2015,2,GEK10015,01,한동인성교육,1,PD,N
21500146,20150301,,3,2,주간,입학,상담심리사회복지학부,여,상담심리학,사회복지학,,복수,,2015,2,GEK10041,01,심리학개론,3,A0,N
21500146,20150301,,3,2,주간,입학,상담심리사회복지학부,여,상담심리학,사회복지학,,복수,,2015,2,GEK10098,01,교회음악 연습,2,PD,N
21500146,20150301,,3,2,주간,입학,상담심리사회복지학부,여,상담심리학,사회복지학,,복수,,2015,2,ISE10051,01,정치학개론,3,B+,N
21500146,20150301,,3,2,주간,입학,상담심리사회복지학부,여,상담심리학,사회복지학,,복수,,2016,1,CSW20001,01,상담이론과 실제,3,,N
21500146,20150301,,3,2,주간,입학,상담심리사회복지학부,여,상담심리학,사회복지학,,복수,,2016,1,CSW20054,01,인간행동과 사회환경,3,,N
21500146,20150301,,3,2,주간,입학,상담심리사회복지학부,여,상담심리학,사회복지학,,복수,,2016,1,CSW20065,01,사회복지실천론,3,,N
21500146,20150301,,3,2,주간,입학,상담심리사회복지학부,여,상담심리학,사회복지학,,복수,,2016,1,CSW20079,01,영성사회복지론,3,,N
21500146,20150301,,3,2,주간,입학,상담심리사회복지학부,여,상담심리학,사회복지학,,복수,,2016,1,GEK10022,02,수화1,2,,N
21500146,20150301,,3,2,주간,입학,상담심리사회복지학부,여,상담심리학,사회복지학,,복수,,2016,1,GEK10046,01,사회봉사1,1,,N
21500146,20150301,,3,2,주간,입학,상담심리사회복지학부,여,상담심리학,사회복지학,,복수,,2016,1,GEK20001,01,채플(한국어) 3,0,,N
21500146,20150301,,3,2,주간,입학,상담심리사회복지학부,여,상담심리학,사회복지학,,복수,,2016,1,GEK20008,01,공동체리더십훈련3,0.5,,N
21500146,20150301,,3,2,주간,입학,상담심리사회복지학부,여,상담심리학,사회복지학,,복수,,2016,1,GEK20059,01,기독교의 이해,2,,N
21500147,20150301,,3,2,주간,입학,국제어문학부,여,영어,US and International Law,,연계,,2015,1,GCS10001,03,소프트웨어 입문,2,D+,N
21500147,20150301,,3,2,주간,입학,국제어문학부,여,영어,US and International Law,,연계,,2015,1,GEK10001,01,채플(한국어) 1,0,P,N
21500147,20150301,,3,2,주간,입학,국제어문학부,여,영어,US and International Law,,연계,,2015,1,GEK10008,01,공동체리더십훈련1,0.5,P,N
21500147,20150301,,3,2,주간,입학,국제어문학부,여,영어,US and International Law,,연계,,2015,1,GEK10011,03,창조와 진화,2,A+,N
21500147,20150301,,3,2,주간,입학,국제어문학부,여,영어,US and International Law,,연계,,2015,1,GEK10015,01,한동인성교육,1,P,N
21500147,20150301,,3,2,주간,입학,국제어문학부,여,영어,US and International Law,,연계,,2015,1,GEK10041,02,심리학개론,3,B+,N
21500147,20150301,,3,2,주간,입학,국제어문학부,여,영어,US and International Law,,연계,,2015,1,GEK10089,02,외국인을 위한 한국 언어와 문화,3,A0,N
21500147,20150301,,3,2,주간,입학,국제어문학부,여,영어,US and International Law,,연계,,2015,1,GEK20064,04,성경과 영적 성장,2,PD,N
21500147,20150301,,3,2,주간,입학,국제어문학부,여,영어,US and International Law,,연계,,2015,1,PCO20005,08,English Grammar&Composition,3,A+,N
21500147,20150301,,3,2,주간,입학,국제어문학부,여,영어,US and International Law,,연계,,2015,1,UIL30051,01,Survey of American Law,3,A0,N
21500147,20150301,,3,2,주간,입학,국제어문학부,여,영어,US and International Law,,연계,,2015,2,GCS10004,03,파이썬 프로그래밍,3,C0,N
21500147,20150301,,3,2,주간,입학,국제어문학부,여,영어,US and International Law,,연계,,2015,2,GCS10007,01,오피스활용,2,C+,N
21500147,20150301,,3,2,주간,입학,국제어문학부,여,영어,US and International Law,,연계,,2015,2,GEK10002,01,채플(한국어) 2,0,P,N
21500147,20150301,,3,2,주간,입학,국제어문학부,여,영어,US and International Law,,연계,,2015,2,GEK10007,14,교양독서,1,P,N
21500147,20150301,,3,2,주간,입학,국제어문학부,여,영어,US and International Law,,연계,,2015,2,GEK10009,01,공동체리더십훈련2,0.5,PD,N
21500147,20150301,,3,2,주간,입학,국제어문학부,여,영어,US and International Law,,연계,,2015,2,GEK10057,03,일반생물학,3,A0,N
21500147,20150301,,3,2,주간,입학,국제어문학부,여,영어,US and International Law,,연계,,2015,2,GEK20060,03,기독교와 포스트모더니즘,2,PD,N
21500147,20150301,,3,2,주간,입학,국제어문학부,여,영어,US and International Law,,연계,,2015,2,GEK30014,01,기독교와현대사상,3,B+,N
21500147,20150301,,3,2,주간,입학,국제어문학부,여,영어,US and International Law,,연계,,2015,2,GMP10001,02,Introduction to Management,3,A+,N
21500147,20150301,,3,2,주간,입학,국제어문학부,여,영어,US and International Law,,연계,,2016,1,GEK20001,01,채플(한국어) 3,0,,N
21500147,20150301,,3,2,주간,입학,국제어문학부,여,영어,US and International Law,,연계,,2016,1,GEK20008,01,공동체리더십훈련3,0.5,,N
21500147,20150301,,3,2,주간,입학,국제어문학부,여,영어,US and International Law,,연계,,2016,1,ISE10002,01,언어학개론,3,,N
21500147,20150301,,3,2,주간,입학,국제어문학부,여,영어,US and International Law,,연계,,2016,1,ISE20040,01,Reading and Reflecting through Great Minds,3,,N
21500147,20150301,,3,2,주간,입학,국제어문학부,여,영어,US and International Law,,연계,,2016,1,UIL30011,01,Public International Law,3,,N
21500147,20150301,,3,2,주간,입학,국제어문학부,여,영어,US and International Law,,연계,,2016,1,UIL30014,01,US Constitutional Law,3,,N
21500147,20150301,,3,2,주간,입학,국제어문학부,여,영어,US and International Law,,연계,,2016,1,UIL30017,01,US Torts,3,,N
21500148,20150301,,3,2,주간,입학,전산전자공학부,여,전자공학심화,,,,공학인증,2015,1,GCS10001,05,소프트웨어 입문,2,C0,N
21500148,20150301,,3,2,주간,입학,전산전자공학부,여,전자공학심화,,,,공학인증,2015,1,GEK10001,01,채플(한국어) 1,0,P,N
21500148,20150301,,3,2,주간,입학,전산전자공학부,여,전자공학심화,,,,공학인증,2015,1,GEK10007,06,교양독서,1,,N
21500148,20150301,,3,2,주간,입학,전산전자공학부,여,전자공학심화,,,,공학인증,2015,1,GEK10008,01,공동체리더십훈련1,0.5,P,N
21500148,20150301,,3,2,주간,입학,전산전자공학부,여,전자공학심화,,,,공학인증,2015,1,GEK10011,02,창조와 진화,2,B+,N
21500148,20150301,,3,2,주간,입학,전산전자공학부,여,전자공학심화,,,,공학인증,2015,1,GEK10015,01,한동인성교육,1,P,N
21500148,20150301,,3,2,주간,입학,전산전자공학부,여,전자공학심화,,,,공학인증,2015,1,GEK10038,03,물리학실험1,1,P,N
21500148,20150301,,3,2,주간,입학,전산전자공학부,여,전자공학심화,,,,공학인증,2015,1,GEK10055,02,물리학 1,3,C0,N
21500148,20150301,,3,2,주간,입학,전산전자공학부,여,전자공학심화,,,,공학인증,2015,1,GEK10096,01,Calculus 2,3,A0,N
21500148,20150301,,3,2,주간,입학,전산전자공학부,여,전자공학심화,,,,공학인증,2015,1,GEK20058,01,성경의 이해,2,P,N
21500148,20150301,,3,2,주간,입학,전산전자공학부,여,전자공학심화,,,,공학인증,2015,1,PCO10013,17,English Communication,3,C+,N
21500148,20150301,,3,2,주간,입학,전산전자공학부,여,전자공학심화,,,,공학인증,2015,2,ECE10002,01,C 프로그래밍(전산전자),3,B+,N
21500148,20150301,,3,2,주간,입학,전산전자공학부,여,전자공학심화,,,,공학인증,2015,2,ECE10020,01,공학설계입문,3,B+,N
21500148,20150301,,3,2,주간,입학,전산전자공학부,여,전자공학심화,,,,공학인증,2015,2,ENG20021,01,일반생물학,3,A0,N
21500148,20150301,,3,2,주간,입학,전산전자공학부,여,전자공학심화,,,,공학인증,2015,2,GCS10038,07,중국어2,3,A+,N
21500148,20150301,,3,2,주간,입학,전산전자공학부,여,전자공학심화,,,,공학인증,2015,2,GCS20002,06,English Grammar and Composition,3,B+,N
21500148,20150301,,3,2,주간,입학,전산전자공학부,여,전자공학심화,,,,공학인증,2015,2,GEK10002,01,채플(한국어) 2,0,P,N
21500148,20150301,,3,2,주간,입학,전산전자공학부,여,전자공학심화,,,,공학인증,2015,2,GEK10009,01,공동체리더십훈련2,0.5,P,N
21500148,20150301,,3,2,주간,입학,전산전자공학부,여,전자공학심화,,,,공학인증,2015,2,GEK10046,01,사회봉사1,1,,N
21500148,20150301,,3,2,주간,입학,전산전자공학부,여,전자공학심화,,,,공학인증,2015,2,GEK10097,01,Calculus 3,3,A+,N
21500148,20150301,,3,2,주간,입학,전산전자공학부,여,전자공학심화,,,,공학인증,2015,2,GEK20059,03,기독교의 이해,2,PD,N
21500148,20150301,,3,2,주간,입학,전산전자공학부,여,전자공학심화,,,,공학인증,2016,1,ECE20051,02,회로이론 1,3,,N
21500148,20150301,,3,2,주간,입학,전산전자공학부,여,전자공학심화,,,,공학인증,2016,1,ECE20057,01,논리설계,3,,N
21500148,20150301,,3,2,주간,입학,전산전자공학부,여,전자공학심화,,,,공학인증,2016,1,ECE20060,02,기초전자회로실험,2,,N
21500148,20150301,,3,2,주간,입학,전산전자공학부,여,전자공학심화,,,,공학인증,2016,1,GCS10039,02,중국어3,3,,N
21500148,20150301,,3,2,주간,입학,전산전자공학부,여,전자공학심화,,,,공학인증,2016,1,GEK10046,01,사회봉사1,1,,N
21500148,20150301,,3,2,주간,입학,전산전자공학부,여,전자공학심화,,,,공학인증,2016,1,GEK10053,02,미분방정식과 응용,3,,N
21500148,20150301,,3,2,주간,입학,전산전자공학부,여,전자공학심화,,,,공학인증,2016,1,GEK10077,01,창의적 문제해결 리더십,2,,N
21500148,20150301,,3,2,주간,입학,전산전자공학부,여,전자공학심화,,,,공학인증,2016,1,GEK20001,01,채플(한국어) 3,0,,N
21500148,20150301,,3,2,주간,입학,전산전자공학부,여,전자공학심화,,,,공학인증,2016,1,GEK20008,01,공동체리더십훈련3,0.5,,N
21500148,20150301,,3,2,주간,입학,전산전자공학부,여,전자공학심화,,,,공학인증,2016,1,ITP20001,02,Data Structures,3,,N
21500149,20150301,,3,2,주간,입학,상담심리사회복지학부,남,상담심리학,사회복지학,,복수,,2015,1,GCS10002,03,ICT 응용 입문,2,B0,N
21500149,20150301,,3,2,주간,입학,상담심리사회복지학부,남,상담심리학,사회복지학,,복수,,2015,1,GEK10001,01,채플(한국어) 1,0,P,N
21500149,20150301,,3,2,주간,입학,상담심리사회복지학부,남,상담심리학,사회복지학,,복수,,2015,1,GEK10008,01,공동체리더십훈련1,0.5,P,N
21500149,20150301,,3,2,주간,입학,상담심리사회복지학부,남,상담심리학,사회복지학,,복수,,2015,1,GEK10041,02,심리학개론,3,D+,N
21500149,20150301,,3,2,주간,입학,상담심리사회복지학부,남,상담심리학,사회복지학,,복수,,2015,1,GEK10055,02,물리학 1,3,F,N
21500149,20150301,,3,2,주간,입학,상담심리사회복지학부,남,상담심리학,사회복지학,,복수,,2015,1,GEK10076,01,비전과 진로탐색,1,F,N
21500149,20150301,,3,2,주간,입학,상담심리사회복지학부,남,상담심리학,사회복지학,,복수,,2015,1,GEK20051,02,Mission Perspective,2,C+,N
21500149,20150301,,3,2,주간,입학,상담심리사회복지학부,남,상담심리학,사회복지학,,복수,,2015,1,GEK20058,06,성경의 이해,2,F,N
21500149,20150301,,3,2,주간,입학,상담심리사회복지학부,남,상담심리학,사회복지학,,복수,,2015,1,MEC10002,02,경영학입문,3,C0,N
21500149,20150301,,3,2,주간,입학,상담심리사회복지학부,남,상담심리학,사회복지학,,복수,,2015,1,PCO10013,14,English Communication,3,C0,N
21500149,20150301,,3,2,주간,입학,상담심리사회복지학부,남,상담심리학,사회복지학,,복수,,2015,2,GCS10045,01,헬라어1,3,F,N
21500149,20150301,,3,2,주간,입학,상담심리사회복지학부,남,상담심리학,사회복지학,,복수,,2015,2,GCS10053,17,English Communication,3,C0,Y
21500149,20150301,,3,2,주간,입학,상담심리사회복지학부,남,상담심리학,사회복지학,,복수,,2015,2,GEK10002,01,채플(한국어) 2,0,P,N
21500149,20150301,,3,2,주간,입학,상담심리사회복지학부,남,상담심리학,사회복지학,,복수,,2015,2,GEK10009,01,공동체리더십훈련2,0.5,P,N
21500149,20150301,,3,2,주간,입학,상담심리사회복지학부,남,상담심리학,사회복지학,,복수,,2015,2,GEK10015,01,한동인성교육,1,P,N
21500149,20150301,,3,2,주간,입학,상담심리사회복지학부,남,상담심리학,사회복지학,,복수,,2015,2,GEK10041,01,심리학개론,3,C0,Y
21500149,20150301,,3,2,주간,입학,상담심리사회복지학부,남,상담심리학,사회복지학,,복수,,2015,2,GEK10061,01,음악의 이해,3,F,N
21500149,20150301,,3,2,주간,입학,상담심리사회복지학부,남,상담심리학,사회복지학,,복수,,2015,2,GEK10076,02,비전과 진로탐색,1,PD,Y
21500149,20150301,,3,2,주간,입학,상담심리사회복지학부,남,상담심리학,사회복지학,,복수,,2015,2,GEK20021,01,생활체육 2,1,P,N
21500149,20150301,,3,2,주간,입학,상담심리사회복지학부,남,상담심리학,사회복지학,,복수,,2015,2,GEK20058,01,성경의 이해,2,P,Y
21500149,20150301,,3,2,주간,입학,상담심리사회복지학부,남,상담심리학,사회복지학,,복수,,2016,1,CSW20001,02,상담이론과 실제,3,,N
21500149,20150301,,3,2,주간,입학,상담심리사회복지학부,남,상담심리학,사회복지학,,복수,,2016,1,CSW20012,03,성격심리학,3,,N
21500149,20150301,,3,2,주간,입학,상담심리사회복지학부,남,상담심리학,사회복지학,,복수,,2016,1,CSW20015,01,기독교 상담,3,,N
21500149,20150301,,3,2,주간,입학,상담심리사회복지학부,남,상담심리학,사회복지학,,복수,,2016,1,CSW20054,01,인간행동과 사회환경,3,,N
21500149,20150301,,3,2,주간,입학,상담심리사회복지학부,남,상담심리학,사회복지학,,복수,,2016,1,GEK20001,01,채플(한국어) 3,0,,N
21500149,20150301,,3,2,주간,입학,상담심리사회복지학부,남,상담심리학,사회복지학,,복수,,2016,1,GEK20008,01,공동체리더십훈련3,0.5,,N
21500150,20150301,,3,2,주간,입학,전산전자공학부,여,전자공학심화,,,,공학인증,2015,1,GCS10037,11,중국어1,3,C0,N
21500150,20150301,,3,2,주간,입학,전산전자공학부,여,전자공학심화,,,,공학인증,2015,1,GEK10001,01,채플(한국어) 1,0,P,N
21500150,20150301,,3,2,주간,입학,전산전자공학부,여,전자공학심화,,,,공학인증,2015,1,GEK10008,01,공동체리더십훈련1,0.5,P,N
21500150,20150301,,3,2,주간,입학,전산전자공학부,여,전자공학심화,,,,공학인증,2015,1,GEK10011,01,창조와 진화,2,A0,N
21500150,20150301,,3,2,주간,입학,전산전자공학부,여,전자공학심화,,,,공학인증,2015,1,GEK10038,03,물리학실험1,1,P,N
21500150,20150301,,3,2,주간,입학,전산전자공학부,여,전자공학심화,,,,공학인증,2015,1,GEK10055,03,물리학 1,3,C+,N
21500150,20150301,,3,2,주간,입학,전산전자공학부,여,전자공학심화,,,,공학인증,2015,1,GEK10096,04,Calculus 2,3,C0,N
21500150,20150301,,3,2,주간,입학,전산전자공학부,여,전자공학심화,,,,공학인증,2015,1,GEK10098,01,교회음악 연습,2,P,N
21500150,20150301,,3,2,주간,입학,전산전자공학부,여,전자공학심화,,,,공학인증,2015,1,GEK20058,05,성경의 이해,2,P,N
21500150,20150301,,3,2,주간,입학,전산전자공학부,여,전자공학심화,,,,공학인증,2015,1,PCO10012,14,English Foundation,3,C+,N
21500150,20150301,,3,2,주간,입학,전산전자공학부,여,전자공학심화,,,,공학인증,2015,2,ECE10002,02,C 프로그래밍(전산전자),3,D+,N
21500150,20150301,,3,2,주간,입학,전산전자공학부,여,전자공학심화,,,,공학인증,2015,2,ECE10020,01,공학설계입문,3,C+,N
21500150,20150301,,3,2,주간,입학,전산전자공학부,여,전자공학심화,,,,공학인증,2015,2,GCS10010,03,대학 글쓰기 기초,3,B0,N
21500150,20150301,,3,2,주간,입학,전산전자공학부,여,전자공학심화,,,,공학인증,2015,2,GEK10002,01,채플(한국어) 2,0,P,N
21500150,20150301,,3,2,주간,입학,전산전자공학부,여,전자공학심화,,,,공학인증,2015,2,GEK10009,01,공동체리더십훈련2,0.5,P,N
21500150,20150301,,3,2,주간,입학,전산전자공학부,여,전자공학심화,,,,공학인증,2015,2,GEK10015,01,한동인성교육,1,P,N
21500150,20150301,,3,2,주간,입학,전산전자공학부,여,전자공학심화,,,,공학인증,2015,2,GEK10056,02,물리학 2,3,D0,N
21500150,20150301,,3,2,주간,입학,전산전자공학부,여,전자공학심화,,,,공학인증,2015,2,GEK10097,01,Calculus 3,3,D+,N
21500150,20150301,,3,2,주간,입학,전산전자공학부,여,전자공학심화,,,,공학인증,2015,2,GEK20065,01,기독교와 비교 종교,2,P,N
21500150,20150301,,3,2,주간,입학,전산전자공학부,여,전자공학심화,,,,공학인증,2016,1,ECE20051,03,회로이론 1,3,,N
21500150,20150301,,3,2,주간,입학,전산전자공학부,여,전자공학심화,,,,공학인증,2016,1,ECE20057,01,논리설계,3,,N
21500150,20150301,,3,2,주간,입학,전산전자공학부,여,전자공학심화,,,,공학인증,2016,1,GCS10037,10,중국어1,3,,Y
21500150,20150301,,3,2,주간,입학,전산전자공학부,여,전자공학심화,,,,공학인증,2016,1,GEK10053,02,미분방정식과 응용,3,,N
21500150,20150301,,3,2,주간,입학,전산전자공학부,여,전자공학심화,,,,공학인증,2016,1,GEK20001,01,채플(한국어) 3,0,,N
21500150,20150301,,3,2,주간,입학,전산전자공학부,여,전자공학심화,,,,공학인증,2016,1,GEK20008,01,공동체리더십훈련3,0.5,,N
21500150,20150301,,3,2,주간,입학,전산전자공학부,여,전자공학심화,,,,공학인증,2016,1,GEK30014,02,기독교와현대사상,3,,N
21500150,20150301,,3,2,주간,입학,전산전자공학부,여,전자공학심화,,,,공학인증,2016,1,GEK30030,01,현대과학과 기술의 철학,3,,N
21500151,20150301,,3,2,주간,입학,언론정보문화학부,여,언론정보학,상담심리학,,연계,,2015,1,GCS10002,05,ICT 응용 입문,2,D0,N
21500151,20150301,,3,2,주간,입학,언론정보문화학부,여,언론정보학,상담심리학,,연계,,2015,1,GEK10001,01,채플(한국어) 1,0,P,N
21500151,20150301,,3,2,주간,입학,언론정보문화학부,여,언론정보학,상담심리학,,연계,,2015,1,GEK10008,01,공동체리더십훈련1,0.5,P,N
21500151,20150301,,3,2,주간,입학,언론정보문화학부,여,언론정보학,상담심리학,,연계,,2015,1,GEK10011,01,창조와 진화,2,C0,N
21500151,20150301,,3,2,주간,입학,언론정보문화학부,여,언론정보학,상담심리학,,연계,,2015,1,GEK10057,02,일반생물학,3,F,N
21500151,20150301,,3,2,주간,입학,언론정보문화학부,여,언론정보학,상담심리학,,연계,,2015,1,GEK10088,02,서양의 역사와 문화,3,C+,N
21500151,20150301,,3,2,주간,입학,언론정보문화학부,여,언론정보학,상담심리학,,연계,,2015,1,GEK20063,01,성경과 삶,2,P,N
21500151,20150301,,3,2,주간,입학,언론정보문화학부,여,언론정보학,상담심리학,,연계,,2015,1,ISE10052,01,국제관계학입문,3,D+,N
21500151,20150301,,3,2,주간,입학,언론정보문화학부,여,언론정보학,상담심리학,,연계,,2015,1,PCO10012,11,English Foundation,3,D0,N
21500151,20150301,,3,2,주간,입학,언론정보문화학부,여,언론정보학,상담심리학,,연계,,2015,2,CCC20053,01,현대사회와대중매체,3,A0,N
21500151,20150301,,3,2,주간,입학,언론정보문화학부,여,언론정보학,상담심리학,,연계,,2015,2,GCS10007,04,오피스활용,2,B+,N
21500151,20150301,,3,2,주간,입학,언론정보문화학부,여,언론정보학,상담심리학,,연계,,2015,2,GEK10002,01,채플(한국어) 2,0,P,N
21500151,20150301,,3,2,주간,입학,언론정보문화학부,여,언론정보학,상담심리학,,연계,,2015,2,GEK10009,01,공동체리더십훈련2,0.5,PD,N
21500151,20150301,,3,2,주간,입학,언론정보문화학부,여,언론정보학,상담심리학,,연계,,2015,2,GEK10011,01,창조와 진화,2,C+,Y
21500151,20150301,,3,2,주간,입학,언론정보문화학부,여,언론정보학,상담심리학,,연계,,2015,2,GEK10015,01,한동인성교육,1,P,N
21500151,20150301,,3,2,주간,입학,언론정보문화학부,여,언론정보학,상담심리학,,연계,,2015,2,GEK10035,01,한국사(근현대사),3,A0,N
21500151,20150301,,3,2,주간,입학,언론정보문화학부,여,언론정보학,상담심리학,,연계,,2015,2,GEK10041,03,심리학개론,3,A+,N
21500151,20150301,,3,2,주간,입학,언론정보문화학부,여,언론정보학,상담심리학,,연계,,2015,2,GEK10062,01,미술의 이해,3,P,N
21500151,20150301,,3,2,주간,입학,언론정보문화학부,여,언론정보학,상담심리학,,연계,,2016,1,CCC20065,01,광고론,3,,N
21500151,20150301,,3,2,주간,입학,언론정보문화학부,여,언론정보학,상담심리학,,연계,,2016,1,CSW20012,03,성격심리학,3,,N
21500151,20150301,,3,2,주간,입학,언론정보문화학부,여,언론정보학,상담심리학,,연계,,2016,1,CSW20021,01,학습심리학,3,,N
21500151,20150301,,3,2,주간,입학,언론정보문화학부,여,언론정보학,상담심리학,,연계,,2016,1,GCS10053,08,English Communication,3,,N
21500151,20150301,,3,2,주간,입학,언론정보문화학부,여,언론정보학,상담심리학,,연계,,2016,1,GEK10093,01,"문학, 영화, 그리고 역사",3,,N
21500151,20150301,,3,2,주간,입학,언론정보문화학부,여,언론정보학,상담심리학,,연계,,2016,1,GEK20001,01,채플(한국어) 3,0,,N
21500151,20150301,,3,2,주간,입학,언론정보문화학부,여,언론정보학,상담심리학,,연계,,2016,1,GEK20008,01,공동체리더십훈련3,0.5,,N
21500151,20150301,,3,2,주간,입학,언론정보문화학부,여,언론정보학,상담심리학,,연계,,2016,1,GEK40091,01,교양특론2,3,,N
21500152,20150301,,3,2,주간,입학,국제어문학부,여,영어,국제지역학,,복수,,2015,1,GCS10002,03,ICT 응용 입문,2,D+,N
21500152,20150301,,3,2,주간,입학,국제어문학부,여,영어,국제지역학,,복수,,2015,1,GEK10001,01,채플(한국어) 1,0,P,N
21500152,20150301,,3,2,주간,입학,국제어문학부,여,영어,국제지역학,,복수,,2015,1,GEK10008,01,공동체리더십훈련1,0.5,P,N
21500152,20150301,,3,2,주간,입학,국제어문학부,여,영어,국제지역학,,복수,,2015,1,GEK10015,02,한동인성교육,1,P,N
21500152,20150301,,3,2,주간,입학,국제어문학부,여,영어,국제지역학,,복수,,2015,1,GEK10041,02,심리학개론,3,B0,N
21500152,20150301,,3,2,주간,입학,국제어문학부,여,영어,국제지역학,,복수,,2015,1,GEK10057,03,일반생물학,3,B0,N
21500152,20150301,,3,2,주간,입학,국제어문학부,여,영어,국제지역학,,복수,,2015,1,GEK10098,01,교회음악 연습,2,P,N
21500152,20150301,,3,2,주간,입학,국제어문학부,여,영어,국제지역학,,복수,,2015,1,GEK20011,03,기독교 세계관,2,A0,N
21500152,20150301,,3,2,주간,입학,국제어문학부,여,영어,국제지역학,,복수,,2015,1,GEK20064,03,성경과 영적 성장,2,P,N
21500152,20150301,,3,2,주간,입학,국제어문학부,여,영어,국제지역학,,복수,,2015,1,ISE10002,01,언어학개론,3,C0,N
21500152,20150301,,3,2,주간,입학,국제어문학부,여,영어,국제지역학,,복수,,2015,2,CCE32002,01,기독교교육철학,3,B0,N
21500152,20150301,,3,2,주간,입학,국제어문학부,여,영어,국제지역학,,복수,,2015,2,GCS10003,01,앱 프로그래밍,3,A0,N
21500152,20150301,,3,2,주간,입학,국제어문학부,여,영어,국제지역학,,복수,,2015,2,GCS20002,05,English Grammar and Composition,3,A0,N
21500152,20150301,,3,2,주간,입학,국제어문학부,여,영어,국제지역학,,복수,,2015,2,GEK10002,01,채플(한국어) 2,0,P,N
21500152,20150301,,3,2,주간,입학,국제어문학부,여,영어,국제지역학,,복수,,2015,2,GEK10009,01,공동체리더십훈련2,0.5,P,N
21500152,20150301,,3,2,주간,입학,국제어문학부,여,영어,국제지역학,,복수,,2015,2,GEK10046,01,사회봉사1,1,P,N
21500152,20150301,,3,2,주간,입학,국제어문학부,여,영어,국제지역학,,복수,,2015,2,GEK20017,01,학문과신앙1,3,A+,N
21500152,20150301,,3,2,주간,입학,국제어문학부,여,영어,국제지역학,,복수,,2015,2,GEK20060,03,기독교와 포스트모더니즘,2,P,N
21500152,20150301,,3,2,주간,입학,국제어문학부,여,영어,국제지역학,,복수,,2015,2,ISE10022,01,"Understanding Literature: Reading, Reacting, Writing",3,B0,N
21500152,20150301,,3,2,주간,입학,국제어문학부,여,영어,국제지역학,,복수,,2016,1,CCE22001,01,교육심리,3,,N
21500152,20150301,,3,2,주간,입학,국제어문학부,여,영어,국제지역학,,복수,,2016,1,GCS10007,03,오피스활용,2,,N
21500152,20150301,,3,2,주간,입학,국제어문학부,여,영어,국제지역학,,복수,,2016,1,GEK10007,16,교양독서,1,,N
21500152,20150301,,3,2,주간,입학,국제어문학부,여,영어,국제지역학,,복수,,2016,1,GEK20001,01,채플(한국어) 3,0,,N
21500152,20150301,,3,2,주간,입학,국제어문학부,여,영어,국제지역학,,복수,,2016,1,GEK20008,01,공동체리더십훈련3,0.5,,N
21500152,20150301,,3,2,주간,입학,국제어문학부,여,영어,국제지역학,,복수,,2016,1,GEK20042,01,교육학개론,3,,N
21500152,20150301,,3,2,주간,입학,국제어문학부,여,영어,국제지역학,,복수,,2016,1,ISE20040,01,Reading and Reflecting through Great Minds,3,,N
21500152,20150301,,3,2,주간,입학,국제어문학부,여,영어,국제지역학,,복수,,2016,1,ISE20042,01,Culture and Literature in the Global Context,3,,N
21500152,20150301,,3,2,주간,입학,국제어문학부,여,영어,국제지역학,,복수,,2016,1,ISE20086,01,정치철학의 이해,3,,N
21500153,20150301,,2,1,주간,군입대휴학,전산전자공학부,남,컴퓨터공학,Global Entrepreneurship,,연계,,2015,1,GCS10001,06,소프트웨어 입문,2,A0,N
21500153,20150301,,2,1,주간,군입대휴학,전산전자공학부,남,컴퓨터공학,Global Entrepreneurship,,연계,,2015,1,GEK10001,01,채플(한국어) 1,0,P,N
21500153,20150301,,2,1,주간,군입대휴학,전산전자공학부,남,컴퓨터공학,Global Entrepreneurship,,연계,,2015,1,GEK10008,01,공동체리더십훈련1,0.5,P,N
21500153,20150301,,2,1,주간,군입대휴학,전산전자공학부,남,컴퓨터공학,Global Entrepreneurship,,연계,,2015,1,GEK10015,01,한동인성교육,1,P,N
21500153,20150301,,2,1,주간,군입대휴학,전산전자공학부,남,컴퓨터공학,Global Entrepreneurship,,연계,,2015,1,GEK10057,03,일반생물학,3,B+,N
21500153,20150301,,2,1,주간,군입대휴학,전산전자공학부,남,컴퓨터공학,Global Entrepreneurship,,연계,,2015,1,GEK10076,02,비전과 진로탐색,1,P,N
21500153,20150301,,2,1,주간,군입대휴학,전산전자공학부,남,컴퓨터공학,Global Entrepreneurship,,연계,,2015,1,GEK10091,01,컴퓨터공학개론,2,PD,N
21500153,20150301,,2,1,주간,군입대휴학,전산전자공학부,남,컴퓨터공학,Global Entrepreneurship,,연계,,2015,1,GEK10096,03,Calculus 2,3,B+,N
21500153,20150301,,2,1,주간,군입대휴학,전산전자공학부,남,컴퓨터공학,Global Entrepreneurship,,연계,,2015,1,GEK20058,08,성경의 이해,2,P,N
21500153,20150301,,2,1,주간,군입대휴학,전산전자공학부,남,컴퓨터공학,Global Entrepreneurship,,연계,,2015,1,PCO10012,10,English Foundation,3,B+,N
