"random.ID","입학일자","교육과정","등록학기","학년","주야","현학적","학과명","성별","전공1","전공2","부전공","비고","공학인증여부"
"yUlpFS7o",20150301,NA,3,2,"주간","입학","상담심리사회복지학부","여","사회복지학","US and International Law","","연계",""
"s67rOlTv",20150301,NA,3,2,"주간","입학","상담심리사회복지학부","여","상담심리학","영어","","연계",""
"nSy92Ame",20150301,NA,3,2,"주간","입학","기계제어공학부","남","기계공학","전자제어공학","","복수",""
"jnElzTfu",20150301,NA,2,1,"주간","복학","글로벌리더십학부","여","","","","",""
"NeMKBhea",20150301,NA,3,2,"주간","입학","전산전자공학부","여","컴퓨터공학심화","","","","공학인증"
"bzn4xrGn",20150301,NA,3,2,"주간","입학","경영경제학부","여","경영학","시각디자인","","연계",""
"sX3v7AVD",20150301,NA,3,2,"주간","입학","콘텐츠융합디자인학부","남","시각디자인","제품디자인","","복수",""
"lCXmJyFZ",20150301,NA,3,2,"주간","입학","상담심리사회복지학부","여","사회복지학","한국법","","연계",""
"ulFIpfKB",20150301,NA,3,2,"주간","입학","법학부","남","US and International Law","Global Management","","연계",""
"yrBNHEk5",20150301,NA,2,1,"주간","일반휴학","공간환경시스템공학부","남","건설공학","도시환경공학","","복수",""
"96IKlSqk",20150301,NA,3,2,"주간","입학","콘텐츠융합디자인학부","남","시각디자인","상담심리학","","연계",""
"d8eNRRJq",20150301,NA,3,2,"주간","입학","콘텐츠융합디자인학부","여","시각디자인","제품디자인","","복수",""
"W70xjjWh",20150301,NA,3,2,"주간","입학","언론정보문화학부","남","언론정보학","한국법","","연계",""
"3AnTbQKR",20150301,NA,2,1,"주간","군입대휴학","상담심리사회복지학부","남","상담심리학","한국법","","연계",""
"idnPuWY9",20150301,NA,3,2,"주간","입학","언론정보문화학부","남","공연영상학","컴퓨터공학","","연계",""
"EqcRc2TQ",20150301,NA,3,2,"주간","입학","콘텐츠융합디자인학부","여","시각디자인","제품디자인","","복수",""
"FuPemQuY",20150301,NA,3,2,"주간","입학","기계제어공학부","남","기계공학","전자제어공학","","복수",""
"SZKjC7df",20150301,NA,3,2,"주간","입학","기계제어공학부","남","기계공학","전자제어공학","","복수",""
"oTFurJDa",20150301,NA,2,1,"주간","군입대휴학","전산전자공학부","남","전자공학","컴퓨터공학","","복수",""
"AWTGfIx5",20150301,NA,3,2,"주간","입학","공간환경시스템공학부","여","도시환경공학","건설공학","","복수",""
"vRMJkuiX",20150301,NA,2,1,"주간","제적","생명과학부","여","생명과학(66)","","","",""
"RvWSGgDN",20150301,NA,3,2,"주간","입학","기계제어공학부","남","기계공학","전자제어공학","","복수",""
"CDc4mNsE",20150301,NA,2,1,"주간","군입대휴학","전산전자공학부","남","전자공학","컴퓨터공학","","복수",""
"tPbtoAcl",20150301,NA,2,1,"주간","군입대휴학","기계제어공학부","남","기계공학","전자제어공학","","복수",""
"fGe0Lm0x",20150301,NA,3,2,"주간","입학","기계제어공학부","여","전자제어공학","기계공학","","복수",""
"xfwlrCeM",20150301,NA,3,2,"주간","입학","공간환경시스템공학부","여","도시환경공학","건설공학","","복수",""
"n969Cn1E",20150301,NA,3,2,"주간","입학","전산전자공학부","여","컴퓨터공학심화","","","","공학인증"
"B0o72jvV",20150301,NA,3,2,"주간","입학","국제어문학부","여","국제지역학","영어","","복수",""
"obEvR82n",20150301,NA,2,1,"주간","군입대휴학","전산전자공학부","남","컴퓨터공학","전자공학","","복수",""
"xYenhmVV",20150301,NA,3,2,"주간","입학","전산전자공학부","남","전자공학","컴퓨터공학","","복수",""
"jAgtlhx5",20150301,NA,3,2,"주간","입학","기계제어공학부","여","기계공학","전자제어공학","","복수",""
"h73DpkGW",20150301,NA,3,2,"주간","입학","법학부","남","한국법","US and International Law","","복수",""
"4axYbJvq",20150301,NA,3,2,"주간","입학","상담심리사회복지학부","여","사회복지학","공연영상학","","연계",""
"rYAsnn9l",20150301,NA,3,2,"주간","입학","기계제어공학부","여","기계공학","글로벌이노베이션","","연계",""
"aFPvOQtV",20150301,NA,2,1,"주간","군입대휴학","기계제어공학부","남","기계공학","전자제어공학","","복수",""
"e91Fn3mm",20150301,NA,2,1,"주간","군입대휴학","기계제어공학부","남","기계공학","전자제어공학","","복수",""
"KDfCIRrV",20150301,NA,3,2,"주간","입학","상담심리사회복지학부","여","사회복지학","한국법","","연계",""
"5NJg92U8",20150301,NA,3,2,"주간","입학","국제어문학부","여","영어","국제지역학","","복수",""
"Tnz711Rk",20150301,NA,3,2,"주간","입학","국제어문학부","여","국제지역학","한국법","","연계",""
"CXAHusFS",20150301,NA,3,2,"주간","입학","공간환경시스템공학부","여","도시환경공학","건설공학","","복수",""
"5eieSjIy",20150301,NA,3,2,"주간","입학","콘텐츠융합디자인학부","여","시각디자인","생명과학(33)","","연계",""
"XjWnYLUG",20150301,NA,3,2,"주간","입학","콘텐츠융합디자인학부","남","제품디자인","컴퓨터공학","","연계",""
"CYdytgTN",20150301,NA,3,2,"주간","입학","생명과학부","여","생명과학(66)","","","",""
"aNWhidNH",20150301,NA,3,2,"주간","입학","생명과학부","남","생명과학(66)","","","",""
"64mre4q6",20150301,NA,3,2,"주간","입학","전산전자공학부","남","컴퓨터공학심화","","","","공학인증"
"l67xqw94",20150301,NA,2,1,"주간","군입대휴학","생명과학부","남","생명과학(66)","","","",""
"NWxNVg1q",20150301,NA,3,2,"주간","입학","기계제어공학부","남","기계공학","전자제어공학","","복수",""
"DXMREqvf",20150301,NA,3,2,"주간","입학","콘텐츠융합디자인학부","남","시각디자인","컴퓨터공학","","연계",""
"dATt7GBM",20150301,NA,3,2,"주간","입학","상담심리사회복지학부","여","사회복지학","언론정보학","","연계",""
"etDdUyhp",20150301,NA,3,2,"주간","입학","생명과학부","남","생명과학(66)","","","",""
"mrSkCuuE",20150301,NA,2,1,"주간","군입대휴학","전산전자공학부","남","컴퓨터공학","Global Entrepreneurship","","연계",""
"jtW5jr2T",20150301,NA,3,2,"주간","입학","상담심리사회복지학부","남","사회복지학","경영학","","연계",""
"hJCWPJMs",20150301,NA,3,2,"주간","입학","기계제어공학부","남","기계공학","전자제어공학","","복수",""
"XkgfZR39",20150301,NA,2,1,"주간","복학","글로벌리더십학부","남","","","","",""
"hUdktoQx",20150301,NA,3,2,"주간","입학","전산전자공학부","남","컴퓨터공학심화","","","","공학인증"
"aRnRCZ2U",20150301,NA,2,1,"주간","군입대휴학","경영경제학부","남","경제학","언론정보학","","연계",""
"pjBLxwp6",20150301,NA,3,2,"주간","입학","콘텐츠융합디자인학부","여","제품디자인","시각디자인","","복수",""
"BrrTljsD",20150301,NA,3,2,"주간","입학","언론정보문화학부","여","언론정보학","공연영상학","","복수",""
"OyuImRnL",20150301,NA,1,1,"주간","일반휴학","글로벌리더십학부","남","","","","",""
"EzDCol0d",20150301,NA,2,1,"주간","군입대휴학","기계제어공학부","남","기계공학","전자제어공학","","복수",""
"xp7UqUxI",20150301,NA,3,2,"주간","입학","콘텐츠융합디자인학부","여","시각디자인","제품디자인","","복수",""
"QTkNaZFJ",20150301,NA,2,1,"주간","일반휴학","경영경제학부","여","경영학","컴퓨터공학","","연계",""
"Zy9wvSGb",20150301,NA,3,2,"주간","입학","언론정보문화학부","여","공연영상학","시각디자인","","연계",""
"mi31kQE7",20150301,NA,3,2,"주간","입학","콘텐츠융합디자인학부","여","시각디자인","상담심리학","","연계",""
"FKXR2TQR",20150301,NA,2,1,"주간","군입대휴학","기계제어공학부","남","기계공학","전자제어공학","","복수",""
"tgKATqsT",20150301,NA,3,2,"주간","입학","기계제어공학부","남","기계공학","전자제어공학","","복수",""
"PRwVFKtl",20150301,NA,3,2,"주간","입학","언론정보문화학부","여","공연영상학","ICT융합","","연계",""
"9rQ1f6qG",20150301,NA,3,2,"주간","입학","언론정보문화학부","남","언론정보학","상담심리학","","연계",""
"WD1kMaXX",20150301,NA,3,2,"주간","입학","전산전자공학부","여","컴퓨터공학","전자공학","","복수",""
"2QW6xt03",20150301,NA,3,2,"주간","입학","기계제어공학부","남","기계공학","전자제어공학","","복수",""
"R6zkjnk1",20150301,NA,1,1,"주간","군입대휴학","글로벌리더십학부","남","","","","",""
"8Q7xoorl",20150301,NA,2,1,"주간","군입대휴학","상담심리사회복지학부","남","상담심리학","뇌 인지과학","","연계",""
"khsQJwfW",20150301,NA,3,2,"주간","입학","상담심리사회복지학부","여","상담심리학","공연영상학","","연계",""
"Q2uSDiE1",20150301,NA,3,2,"주간","입학","공간환경시스템공학부","여","건설공학","도시환경공학","","복수",""
"B7Az12r3",20150301,NA,3,2,"주간","입학","전산전자공학부","남","컴퓨터공학심화","","","","공학인증"
"VvTwKjvF",20150301,NA,3,2,"주간","입학","콘텐츠융합디자인학부","여","시각디자인","제품디자인","","복수",""
"dOQtzpEo",20150301,NA,3,2,"주간","입학","상담심리사회복지학부","여","상담심리학","사회복지학","","복수",""
"QoY7CYgE",20150301,NA,2,1,"주간","일반휴학","국제어문학부","여","영어","사회복지학","","연계",""
"3U7KQPxX",20150301,NA,2,1,"주간","군입대휴학","전산전자공학부","남","컴퓨터공학심화","","","","공학인증"
"Jq6wam9X",20150301,NA,3,2,"주간","입학","콘텐츠융합디자인학부","여","시각디자인","컴퓨터공학","","연계",""
"TBztZK7r",20150301,NA,3,2,"주간","입학","콘텐츠융합디자인학부","남","시각디자인","제품디자인","","복수",""
"J9y494wz",20150301,NA,3,2,"주간","입학","언론정보문화학부","여","언론정보학","공연영상학","","복수",""
"s3xBNo64",20150301,NA,3,2,"주간","입학","상담심리사회복지학부","여","상담심리학","국제지역학","","연계",""
"SSjuTWA6",20150301,NA,3,2,"주간","입학","기계제어공학부","여","기계공학","전자제어공학","","복수",""
"gYsYgaZN",20150301,NA,3,2,"주간","입학","공간환경시스템공학부","여","건설공학","도시환경공학","","복수",""
"XGm0weRH",20150301,NA,3,2,"주간","입학","전산전자공학부","남","컴퓨터공학","전자공학","","복수",""
"GQnbZ4Hc",20150301,NA,1,1,"주간","군입대휴학","글로벌리더십학부","남","전자공학심화","","","","공학인증"
"qJze1tVz",20150301,NA,3,2,"주간","입학","상담심리사회복지학부","여","상담심리학","경영학","","연계",""
"6ETgLwPs",20150301,NA,3,2,"주간","입학","법학부","여","한국법","사회복지학","","연계",""
"Nh1YChM8",20150301,NA,2,1,"주간","군입대휴학","전산전자공학부","남","전자공학심화","","","","공학인증"
"v7c7bqVD",20150301,NA,2,1,"주간","군입대휴학","생명과학부","남","생명과학(33)","US and International Law","","연계",""
"AegmouAO",20150301,NA,2,1,"주간","군입대휴학","경영경제학부","남","경영학","상담심리학","","연계",""
"qrRPJQP1",20150301,NA,3,2,"주간","입학","콘텐츠융합디자인학부","여","시각디자인","Global Entrepreneurship","","연계",""
"ibhUHPub",20150301,NA,3,2,"주간","입학","기계제어공학부","남","기계공학","전자제어공학","","복수",""
"HYQBV1Ir",20150301,NA,3,2,"주간","입학","국제어문학부","여","국제지역학","영어","","복수",""
"QFIEE7o3",20150301,NA,3,2,"주간","입학","경영경제학부","여","경영학","상담심리학","","연계",""
"iAg73xhA",20150301,NA,3,2,"주간","입학","법학부","남","한국법","경제학","","연계",""
"KMmAJBaX",20150301,NA,3,2,"주간","입학","전산전자공학부","남","전자공학","컴퓨터공학","","복수",""
"YAGpKuEw",20150301,NA,3,2,"주간","입학","경영경제학부","여","경제학","컴퓨터공학","","연계",""
"PwL9R0o0",20150301,NA,3,2,"주간","입학","기계제어공학부","여","전자제어공학","기계공학","","복수",""
"0VLowURz",20150301,NA,3,2,"주간","입학","기계제어공학부","여","기계공학","상담심리학","","연계",""
"shwUdc8o",20150301,NA,3,2,"주간","입학","경영경제학부","남","경제학","한국법","","연계",""
"6yOS0U7d",20150301,NA,3,2,"주간","입학","법학부","여","US and International Law","상담심리학","","연계",""
"dcmsQYud",20150301,NA,3,2,"주간","입학","생명과학부","여","생명과학(33)","상담심리학","","연계",""
"NU2skqTi",20150301,NA,3,2,"주간","입학","경영경제학부","남","경영학","영어","","연계",""
"J5JTuJTg",20150301,NA,3,2,"주간","입학","전산전자공학부","여","컴퓨터공학","경영학","","연계",""
"gWeZoRhe",20150301,NA,2,1,"주간","군입대휴학","경영경제학부","남","경제학","경영학","","복수",""
"2JF1Bfa3",20150301,NA,1,1,"주간","일반휴학","글로벌리더십학부","남","","","","",""
"daz3iiL2",20150301,NA,3,2,"주간","입학","전산전자공학부","남","전자공학","컴퓨터공학","","복수",""
"zuo58CNa",20150301,NA,3,2,"주간","입학","생명과학부","여","생명과학(66)","","","",""
"dpRGckjs",20150301,NA,3,2,"주간","입학","국제어문학부","남","국제지역학","경제학","","연계",""
"LGPEugBp",20150301,NA,2,1,"주간","군입대휴학","전산전자공학부","남","컴퓨터공학심화","","","","공학인증"
"p1bRSeYx",20150301,NA,3,2,"주간","입학","콘텐츠융합디자인학부","여","시각디자인","경영학","","연계",""
"AWy5Sokf",20150301,NA,3,2,"주간","입학","법학부","여","US and International Law","공연영상학","","연계",""
"tHdVTRUb",20150301,NA,3,2,"주간","입학","전산전자공학부","남","전자공학심화","","","","공학인증"
"cij9PKRj",20150301,NA,3,2,"주간","입학","상담심리사회복지학부","남","사회복지학","상담심리학","","복수",""
"2dtaGEGS",20150301,NA,3,2,"주간","입학","상담심리사회복지학부","여","사회복지학","상담심리학","","복수",""
"mctKioDx",20150301,NA,3,2,"주간","입학","기계제어공학부","남","기계공학","한국법","","연계",""
"W9fIcYWF",20150301,NA,3,2,"주간","입학","법학부","여","한국법","US and International Law","","복수",""
"iSoht6mN",20150301,NA,3,2,"주간","입학","생명과학부","여","생명과학(66)","","","",""
"Z8AmnmQV",20150301,NA,2,1,"주간","군입대휴학","전산전자공학부","남","컴퓨터공학","전자공학","","복수",""
"fh7sUNOn",20150301,NA,2,1,"주간","군입대휴학","전산전자공학부","남","컴퓨터공학","전자공학","","복수",""
"eS6fxwzA",20150301,NA,3,2,"주간","입학","국제어문학부","여","국제지역학","한국법","","연계",""
"0DzEjczW",20150301,NA,2,1,"주간","일반휴학","상담심리사회복지학부","여","사회복지학","상담심리학","","복수",""
"hcVV4PPU",20150301,NA,3,2,"주간","입학","전산전자공학부","여","전자공학","컴퓨터공학","","복수",""
"3e9IPYnb",20150301,NA,3,2,"주간","입학","콘텐츠융합디자인학부","여","시각디자인","제품디자인","","복수",""
"LtgS5jf9",20150301,NA,3,2,"주간","입학","경영경제학부","여","경영학","도시환경공학","","연계",""
"0fdRIfRQ",20150301,NA,3,2,"주간","입학","공간환경시스템공학부","여","건설공학","도시환경공학","","복수",""
"7G09e7zg",20150301,NA,3,2,"주간","입학","전산전자공학부","남","전자공학심화","","","","공학인증"
"ZTrcvOUk",20150301,NA,3,2,"주간","입학","콘텐츠융합디자인학부","여","시각디자인","제품디자인","","복수",""
"oYtvRzVF",20150301,NA,3,2,"주간","입학","상담심리사회복지학부","여","상담심리학","사회복지학","","복수",""
"KXTvxZ8H",20150301,NA,3,2,"주간","입학","기계제어공학부","여","기계공학","전자제어공학","","복수",""
"csPp8OKY",20150301,NA,2,1,"주간","일반휴학","생명과학부","여","생명과학(45)","","시각디자인","",""
"GL45nnd5",20150301,NA,2,1,"주간","복학","글로벌리더십학부","여","","","","",""
"3LsQ9kqI",20150301,NA,3,2,"주간","입학","국제어문학부","여","영어","상담심리학","","연계",""
