"random.ID","입학일자","교육과정","등록학기","학년","주야","현학적","학과명","성별","전공1","전공2","부전공","비고","공학인증여부"
"Ae1TReUZ",20150301,NA,3,2,"주간","입학","콘텐츠융합디자인학부","여","시각디자인","제품디자인","","복수",""
"Q5AQ5fMY",20150301,NA,3,2,"주간","입학","국제어문학부","여","국제지역학","영어","","복수",""
"sYxbDNky",20150301,NA,3,2,"주간","입학","콘텐츠융합디자인학부","여","시각디자인","제품디자인","","복수",""
"tp9VWlaY",20150301,NA,2,1,"주간","군입대휴학","생명과학부","남","생명과학(66)","","","",""
"i5u94ind",20150301,NA,3,2,"주간","입학","공간환경시스템공학부","여","건설공학","도시환경공학","","복수",""
"eMIEZTzm",20150301,NA,3,2,"주간","입학","생명과학부","여","생명과학(66)","","","",""
"VB9c5V4P",20150301,NA,3,2,"주간","입학","상담심리사회복지학부","여","상담심리학","경제학","","연계",""
"DEzMNMwZ",20150301,NA,3,2,"주간","입학","법학부","남","한국법","US and International Law","","복수",""
"5svoFr8s",20150301,NA,3,2,"주간","입학","기계제어공학부","남","기계공학","전자제어공학","","복수",""
"DuPP9RoB",20150301,NA,3,2,"주간","입학","생명과학부","남","생명과학(66)","","","",""
"lIxHcmX2",20150301,NA,3,2,"주간","입학","언론정보문화학부","여","언론정보학","공연영상학","","복수",""
"c1UZrvid",20150301,NA,3,2,"주간","입학","생명과학부","남","생명과학(66)","","","",""
"retOZJzB",20150301,NA,3,2,"주간","입학","공간환경시스템공학부","여","도시환경공학","ICT융합","","연계",""
"ZKCqGjBc",20150301,NA,3,2,"주간","입학","콘텐츠융합디자인학부","남","시각디자인","제품디자인","","복수",""
"BmjrrT2a",20150301,NA,1,1,"주간","일반휴학","글로벌리더십학부","남","","","","",""
"OAGtEHCd",20150301,NA,3,2,"주간","입학","상담심리사회복지학부","남","상담심리학","Global Entrepreneurship","","연계",""
"bke9ZNla",20150301,NA,2,1,"주간","군입대휴학","기계제어공학부","남","기계공학","전자제어공학","","복수",""
"huYA3Yxl",20150301,NA,3,2,"주간","입학","전산전자공학부","여","컴퓨터공학","경영학","","연계",""
"v3SApDMU",20150301,NA,3,2,"주간","입학","전산전자공학부","남","전자공학심화","","","","공학인증"
"uw268k7s",20150301,NA,3,2,"주간","입학","언론정보문화학부","여","공연영상학","시각디자인","","연계",""
"e67wgTwg",20150301,NA,3,2,"주간","입학","상담심리사회복지학부","여","상담심리학","경영학","","연계",""
"HUzkKW7x",20150301,NA,3,2,"주간","입학","생명과학부","여","생명과학(66)","","","",""
"rzJvnbXV",20150301,NA,3,2,"주간","입학","공간환경시스템공학부","여","건설공학","컴퓨터공학","","연계",""
"9FMijEMi",20150301,NA,3,2,"주간","입학","법학부","여","US and International Law","한국법","","복수",""
