학번,입학일자,교육과정,등록학기,학년,주야,현학적,학과명,성별,전공1,전공2,부전공,비고,공학인증여부
21400686,20140301,140,5,3,주간,입학,생명과학부,여,생명과학(45),,영어,,
21400687,20140301,130,2,1,주간,일반휴학,법학부,여,US and International Law,한국법,,복수,
21400688,20140301,140,2,1,주간,군입대휴학,전산전자공학부,남,Information Technology,제품디자인,,연계,
21400689,20140301,140,5,3,주간,입학,법학부,여,US and International Law,국제지역학,,연계,
21400690,20140301,140,3,2,주간,복학,국제어문학부,여,영어,국제지역학,,복수,
21400691,20140301,140,5,3,주간,입학,경영경제학부,여,경영학,언론정보학,,연계,
21400692,20140301,140,5,3,주간,입학,상담심리사회복지학부,여,상담심리학,Global Entrepreneurship,,연계,
21400693,20140301,140,3,2,주간,제적,생명과학부,남,생명과학(66),,,,
21400694,20140301,140,5,3,주간,입학,법학부,남,한국법,US and International Law,,복수,
21400695,20140301,140,5,3,주간,입학,전산전자공학부,여,전자공학심화,,,,공학인증
21400696,20140301,140,3,2,주간,군입대휴학,경영경제학부,남,경영학,경제학,,복수,
21400697,20140301,140,4,2,주간,일반휴학,상담심리사회복지학부,여,사회복지학,상담심리학,,복수,
21400698,20140301,140,2,1,주간,군입대휴학,상담심리사회복지학부,남,상담심리학,사회복지학,,복수,
21400699,20140301,140,4,2,주간,일반휴학,경영경제학부,여,경영학,상담심리학,,연계,
21400700,20140301,140,4,2,주간,일반휴학,기계제어공학부,남,기계공학,전자제어공학,,복수,
21400701,20140301,140,4,2,주간,일반휴학,생명과학부,여,생명과학(66),,,,
21400702,20140301,140,5,3,주간,입학,언론정보문화학부,여,공연영상학,영어,시각디자인,연계,
21400703,20140301,140,2,1,주간,군입대휴학,전산전자공학부,남,전자공학심화,,,,공학인증
21400704,20140301,140,3,2,주간,군입대휴학,경영경제학부,남,경영학,경제학,,복수,
21400705,20140301,130,5,3,주간,입학,콘텐츠융합디자인학부,여,제품디자인,사용자경험공학,시각디자인,연계,
21400706,20140301,140,4,2,주간,일반휴학,경영경제학부,여,경제학,경영학,,복수,
21400707,20140301,140,2,1,주간,군입대휴학,기계제어공학부,남,기계공학,전자제어공학,,복수,
21400708,20140301,140,5,3,주간,입학,국제어문학부,여,국제지역학,영어,,복수,
21400709,20140301,130,4,2,주간,군입대휴학,생명과학부,남,생명과학(66),,,,
21400710,20140301,140,5,3,주간,입학,상담심리사회복지학부,여,사회복지학,상담심리학,,복수,
21400711,20140301,140,2,1,주간,일반휴학,생명과학부,남,생명과학(66),,,,
21400712,20140301,140,4,2,주간,군입대휴학,기계제어공학부,남,기계공학,전자제어공학,,복수,
21400713,20140301,140,2,1,주간,군입대휴학,전산전자공학부,남,전자공학심화,,,,공학인증
21400714,20140301,140,4,2,주간,군입대휴학,전산전자공학부,남,전자공학심화,,,,공학인증
21400715,20140301,140,5,3,주간,입학,공간환경시스템공학부,여,도시환경공학,건설공학,,복수,
21400716,20140301,140,5,3,주간,입학,생명과학부,여,생명과학(66),,,,
21400717,20140301,140,5,3,주간,입학,언론정보문화학부,여,공연영상학,시각디자인,,연계,
21400718,20140301,140,5,3,주간,입학,법학부,남,한국법,국제지역학,,연계,
21400719,20140301,140,5,3,주간,입학,경영경제학부,여,경영학,제품디자인,,연계,
21400720,20140301,140,5,3,주간,입학,기계제어공학부,남,기계공학,전자제어공학,,복수,
21400721,20140301,130,3,2,주간,군입대휴학,언론정보문화학부,남,언론정보학,공연영상학,,복수,
21400722,20140301,140,5,3,주간,입학,전산전자공학부,여,컴퓨터공학심화,,,,공학인증
21400723,20140301,140,5,3,주간,입학,경영경제학부,남,경영학,경제학,,복수,
21400724,20140301,140,5,3,주간,입학,콘텐츠융합디자인학부,여,시각디자인,상담심리학,,연계,
21400725,20140301,140,3,2,주간,군입대휴학,경영경제학부,남,경영학,제품디자인,,연계,
21400726,20140301,140,3,2,주간,일반휴학,전산전자공학부,여,전자공학심화,,,,공학인증
21400727,20140301,130,4,2,주간,군입대휴학,기계제어공학부,남,기계공학,Global Entrepreneurship,,연계,
21400728,20140301,140,5,3,주간,입학,상담심리사회복지학부,여,상담심리학,한국법,,연계,
21400729,20140301,140,5,3,주간,입학,기계제어공학부,여,기계공학,전자제어공학,,복수,
21400730,20140301,140,1,1,주간,제적,국제어문학부,여,국제지역학,영어,,복수,
21400731,20140301,140,2,1,주간,군입대휴학,기계제어공학부,남,기계공학,전자제어공학,,복수,
21400732,20140301,140,5,3,주간,입학,법학부,여,한국법,경영학,,연계,
21400733,20140301,140,2,1,주간,군입대휴학,콘텐츠융합디자인학부,남,시각디자인,제품디자인,,복수,
21400734,20140301,140,5,3,주간,입학,기계제어공학부,남,기계공학,전자제어공학,,복수,
21400735,20140301,140,5,3,주간,입학,공간환경시스템공학부,여,도시환경공학,Global Entrepreneurship,,연계,
21400736,20140301,130,5,3,주간,입학,상담심리사회복지학부,여,사회복지학,상담심리학,,복수,
21400737,20140301,140,2,1,주간,군입대휴학,공간환경시스템공학부,남,도시환경공학,건설공학,,복수,
21400738,20140301,140,3,2,주간,군입대휴학,경영경제학부,남,경영학,경제학,,복수,
21400739,20140301,140,5,3,주간,입학,공간환경시스템공학부,여,건설공학,도시환경공학,,복수,
21400740,20140301,140,4,2,주간,군입대휴학,기계제어공학부,남,기계공학,전자제어공학,컴퓨터공학,복수,
21400741,20140301,140,5,3,주간,입학,경영경제학부,여,경제학,국제지역학,,연계,
21400742,20140301,140,4,2,주간,일반휴학,콘텐츠융합디자인학부,여,시각디자인,제품디자인,,복수,
21400743,20140301,140,4,2,주간,복학,상담심리사회복지학부,여,상담심리학,생명과학(33),,연계,
21400744,20140301,130,4,2,주간,복학,상담심리사회복지학부,남,상담심리학,사회복지학,,복수,
21400745,20140301,140,5,3,주간,입학,상담심리사회복지학부,여,사회복지학,상담심리학,,복수,
21400746,20140301,140,5,3,주간,입학,언론정보문화학부,여,언론정보학,경영학,,연계,
21400747,20140301,140,4,2,주간,일반휴학,상담심리사회복지학부,여,사회복지학,국제지역학,,연계,
21400748,20140301,140,2,1,주간,군입대휴학,전산전자공학부,남,컴퓨터공학,전자공학,,복수,
21400749,20140301,140,2,1,주간,군입대휴학,전산전자공학부,남,전자공학,컴퓨터공학,,복수,
21400750,20140301,140,2,1,주간,군입대휴학,생명과학부,남,생명과학(66),,,,
21400751,20140301,140,2,1,주간,군입대휴학,전산전자공학부,남,전자공학심화,,,,공학인증
21400752,20140301,140,5,3,주간,입학,생명과학부,남,생명과학(33),상담심리학,,연계,
21400753,20140301,140,5,3,주간,입학,법학부,여,한국법,국제지역학,,연계,
21400754,20140301,140,2,1,주간,군입대휴학,전산전자공학부,남,전자공학심화,,,,공학인증
21400755,20140301,140,2,1,주간,군입대휴학,전산전자공학부,남,컴퓨터공학,경영학,,연계,
21400756,20140301,140,5,3,주간,입학,기계제어공학부,남,기계공학,전자제어공학,,복수,
21400757,20140301,140,3,2,주간,군입대휴학,기계제어공학부,남,기계공학,전자제어공학,,복수,
21400758,20140301,140,1,1,주간,군입대휴학,글로벌리더십학부,남,,,,,
21400759,20140301,140,4,2,주간,복학,전산전자공학부,여,컴퓨터공학,Global Entrepreneurship,,연계,
21400760,20140301,140,5,3,주간,입학,콘텐츠융합디자인학부,여,제품디자인,경영학,,연계,
21400761,20140301,140,5,3,주간,입학,국제어문학부,여,영어,상담심리학,,연계,
21400762,20140301,140,4,2,주간,일반휴학,전산전자공학부,남,컴퓨터공학,경영학,,연계,
21400763,20140301,140,3,2,주간,복학,경영경제학부,여,경영학,경제학,,복수,
21400764,20140301,140,2,1,주간,군입대휴학,공간환경시스템공학부,남,도시환경공학,건설공학,,복수,
21400765,20140301,140,2,1,주간,일반휴학,전산전자공학부,남,컴퓨터공학,전자공학,,복수,
21400766,20140301,130,4,2,주간,군입대휴학,전산전자공학부,남,전자공학심화,,,,공학인증
21400767,20140301,140,5,3,주간,입학,국제어문학부,남,국제지역학,상담심리학,,연계,
21400768,20140301,140,5,3,주간,입학,전산전자공학부,남,컴퓨터공학,Global Entrepreneurship,,연계,
21400769,20140301,140,5,3,주간,입학,생명과학부,남,생명과학(66),,,,
21400770,20140301,140,5,3,주간,입학,국제어문학부,여,국제지역학,한국법,,연계,
21400771,20140301,140,4,2,주간,일반휴학,경영경제학부,여,경제학,컴퓨터공학,,연계,
21400772,20140301,140,5,3,주간,입학,전산전자공학부,남,Information Technology,US and International Law,,연계,
21400773,20140301,140,2,1,주간,군입대휴학,경영경제학부,남,경제학,경영학,,복수,
21400774,20140301,140,2,1,주간,군입대휴학,전산전자공학부,남,컴퓨터공학,전자공학,,복수,
21400776,20140301,140,4,2,주간,군입대휴학,전산전자공학부,남,컴퓨터공학심화,,,,공학인증
21400777,20140301,140,5,3,주간,입학,경영경제학부,여,경영학,경제학,,복수,
21400778,20140301,140,4,2,주간,군입대휴학,전산전자공학부,남,컴퓨터공학,경영학,,연계,
21400779,20140301,140,3,2,주간,군입대휴학,언론정보문화학부,남,공연영상학,언론정보학,,복수,
21400780,20140301,140,3,2,주간,군입대휴학,경영경제학부,남,경영학,ICT융합,,연계,
21400781,20140301,140,5,3,주간,입학,기계제어공학부,여,기계공학,전자제어공학,,복수,
21400782,20140301,140,2,1,주간,군입대휴학,생명과학부,남,생명과학(66),,,,
21400783,20140301,140,5,3,주간,입학,언론정보문화학부,남,언론정보학,공연영상학,,복수,
21400784,20140301,140,5,3,주간,입학,상담심리사회복지학부,여,상담심리학,사회복지학,,복수,
21400785,20140301,140,4,2,주간,복학,법학부,여,한국법,상담심리학,,연계,
21400786,20140301,140,5,3,주간,입학,경영경제학부,여,Global Management,US and International Law,,연계,
21400787,20140301,140,5,3,주간,입학,언론정보문화학부,여,공연영상학,시각디자인,,연계,
21400788,20140301,140,5,3,주간,입학,법학부,여,한국법,국제지역학,,연계,
21400789,20140301,140,5,3,주간,입학,경영경제학부,여,Global Management,경제학,,복수,
21400790,20140301,140,4,2,주간,군입대휴학,생명과학부,남,생명과학(66),,,,
21400791,20140301,140,2,1,주간,군입대휴학,경영경제학부,남,경영학,경제학,,복수,
21400792,20140301,140,2,1,주간,군입대휴학,기계제어공학부,남,기계공학,전자제어공학,,복수,
21400793,20140301,140,2,1,주간,군입대휴학,기계제어공학부,남,기계공학,전자제어공학,,복수,
21400794,20140301,140,5,3,주간,입학,공간환경시스템공학부,여,도시환경공학,언론정보학,,연계,
21400795,20140301,140,5,3,주간,입학,상담심리사회복지학부,여,상담심리학,사회복지학,,복수,
21400796,20140301,140,5,3,주간,입학,콘텐츠융합디자인학부,여,시각디자인,상담심리학,,연계,
21400797,20140301,140,4,2,주간,일반휴학,법학부,여,US and International Law,국제지역학,,연계,
21400798,20140301,140,5,3,주간,입학,경영경제학부,여,경영학,상담심리학,,연계,
21400799,20140301,140,3,2,주간,군입대휴학,기계제어공학부,남,기계공학,전자제어공학,,복수,
21400800,20140301,140,2,1,주간,군입대휴학,언론정보문화학부,남,언론정보학,공연영상학,,복수,
21400801,20140301,140,5,3,주간,입학,콘텐츠융합디자인학부,여,시각디자인,제품디자인,,복수,
21400802,20140301,140,3,2,주간,군입대휴학,전산전자공학부,남,컴퓨터공학심화,,,,공학인증
21400803,20140301,140,2,1,주간,일반휴학,공간환경시스템공학부,여,도시환경공학,건설공학,,복수,
21400804,20140301,140,1,1,주간,제적,글로벌리더십학부,남,,,,,
21400805,20140301,140,2,1,주간,군입대휴학,경영경제학부,남,경제학,경영학,,복수,
21400806,20140301,140,5,3,주간,입학,기계제어공학부,남,기계공학,전자제어공학,,복수,
21400807,20140301,140,5,3,주간,입학,콘텐츠융합디자인학부,여,시각디자인,상담심리학,,연계,
21400808,20140301,140,2,1,주간,군입대휴학,생명과학부,남,생명과학(66),,,,
21400809,20140301,140,5,3,주간,입학,전산전자공학부,남,전자공학심화,,,,공학인증
21400810,20140301,140,5,3,주간,입학,전산전자공학부,여,컴퓨터공학심화,,,,공학인증
21400811,20140301,140,4,2,주간,복학,법학부,여,한국법,상담심리학,,연계,
21400812,20140301,140,5,3,주간,입학,공간환경시스템공학부,여,도시환경공학,컴퓨터공학,,연계,
21400813,20140301,140,5,3,주간,입학,생명과학부,여,생명과학(66),,,,
21400814,20140301,140,2,1,주간,군입대휴학,경영경제학부,남,경영학,경제학,,복수,
21400815,20140301,140,4,2,주간,일반휴학,경영경제학부,여,경제학,상담심리학,,연계,
21400816,20140301,140,5,3,주간,입학,기계제어공학부,여,기계공학,전자제어공학,,복수,
21400817,20140301,130,3,2,주간,군입대휴학,기계제어공학부,남,기계공학,전자제어공학,,복수,
21400818,20140301,140,2,1,주간,군입대휴학,공간환경시스템공학부,남,건설공학,도시환경공학,,복수,
21400819,20140301,140,4,2,주간,일반휴학,콘텐츠융합디자인학부,여,제품디자인,시각디자인,,복수,
21400820,20140301,140,5,3,주간,입학,생명과학부,여,생명과학(45),,컴퓨터공학,,
21400821,20140301,140,4,2,주간,군입대휴학,기계제어공학부,남,기계공학,전자제어공학,,복수,
21400822,20140301,140,4,2,주간,일반휴학,경영경제학부,남,경영학,경제학,,복수,
21400823,20140301,140,5,3,주간,입학,경영경제학부,여,경영학,상담심리학,,연계,
21400824,20140301,140,2,1,주간,군입대휴학,기계제어공학부,남,기계공학,전자제어공학,,복수,
21400825,20140301,140,2,1,주간,군입대휴학,상담심리사회복지학부,남,상담심리학,사회복지학,,복수,
21400826,20140301,140,5,3,주간,입학,기계제어공학부,여,기계공학,전자제어공학,,복수,
21400827,20140301,140,4,2,주간,복학,경영경제학부,여,경영학,경제학,,복수,
21400828,20140301,140,5,3,주간,입학,상담심리사회복지학부,여,사회복지학,한국법,,연계,
21400829,20140301,140,3,2,주간,군입대휴학,법학부,남,US and International Law,영어,,연계,
21400830,20140301,140,3,2,주간,군입대휴학,경영경제학부,남,경영학,경제학,,복수,
21400831,20140301,140,5,3,주간,입학,전산전자공학부,남,컴퓨터공학,전자공학,,복수,
21400832,20140301,140,5,3,주간,입학,상담심리사회복지학부,여,사회복지학,상담심리학,,복수,
21400833,20140301,140,4,2,주간,복학,경영경제학부,남,경제학,Global Entrepreneurship,,연계,
21400834,20140901,130,4,2,주간,입학,국제어문학부,여,국제지역학,"Law, culture and conflict resolution",,연계,
21400835,20140901,130,4,2,주간,입학,공간환경시스템공학부,여,건설공학,Culture and Care,,연계,
21400836,20140901,130,4,2,주간,입학,법학부,여,US and International Law,국제지역학,,연계,
21400837,20140901,130,4,2,주간,입학,법학부,여,US and International Law,생명과학(33),,연계,
21500001,20150301,,3,2,주간,입학,경영경제학부,여,경제학,국제지역학,,연계,
21500002,20150301,,2,1,주간,군입대휴학,전산전자공학부,남,컴퓨터공학,경영학,,연계,
21500003,20150301,,3,2,주간,입학,기계제어공학부,여,기계공학,전자제어공학,,복수,
21500004,20150301,,2,1,주간,제적,글로벌리더십학부,여,,,,,
21500005,20150301,,2,1,주간,일반휴학,전산전자공학부,남,전자공학심화,,,,공학인증
21500006,20150301,,2,1,주간,일반휴학,경영경제학부,여,경제학,국제지역학,,연계,
21500007,20150301,,3,2,주간,입학,경영경제학부,여,경영학,컴퓨터공학,,연계,
21500008,20150301,,3,2,주간,입학,전산전자공학부,여,전자공학심화,,,,공학인증
21500009,20150301,,1,1,주간,일반휴학,글로벌리더십학부,남,전자공학심화,,,,공학인증
21500010,20150301,,2,1,주간,군입대휴학,전산전자공학부,남,전자공학심화,,,,공학인증
21500011,20150301,,3,2,주간,입학,생명과학부,여,생명과학(66),,,,
21500012,20150301,,3,2,주간,입학,생명과학부,여,생명과학(66),,,,
21500013,20150301,,3,2,주간,입학,콘텐츠융합디자인학부,남,시각디자인,제품디자인,,복수,
21500014,20150301,,3,2,주간,입학,전산전자공학부,남,전자공학심화,,,,공학인증
21500015,20150301,,3,2,주간,입학,전산전자공학부,남,컴퓨터공학,전자공학,,복수,
21500016,20150301,,3,2,주간,입학,국제어문학부,여,영어,국제지역학,,복수,
21500017,20150301,,1,1,주간,일반휴학,글로벌리더십학부,여,,,,,
21500018,20150301,,3,2,주간,입학,공간환경시스템공학부,남,건설공학,도시환경공학,,복수,
21500019,20150301,,3,2,주간,입학,상담심리사회복지학부,여,상담심리학,언론정보학,,연계,
21500020,20150301,,3,2,주간,입학,공간환경시스템공학부,여,건설공학,시각디자인,,연계,
21500021,20150301,,3,2,주간,입학,경영경제학부,남,경영학,컴퓨터공학,,연계,
21500022,20150301,,3,2,주간,입학,상담심리사회복지학부,여,상담심리학,사회복지학,,복수,
21500023,20150301,,3,2,주간,입학,공간환경시스템공학부,남,건설공학,도시환경공학,,복수,
21500024,20150301,,3,2,주간,입학,기계제어공학부,여,기계공학,전자제어공학,,복수,
21500025,20150301,,3,2,주간,입학,생명과학부,여,생명과학(66),,,,
21500026,20150301,,3,2,주간,입학,전산전자공학부,여,컴퓨터공학,전자공학,,복수,
21500027,20150301,,1,1,주간,제적,글로벌리더십학부,남,,,,,
21500028,20150301,,2,1,주간,군입대휴학,기계제어공학부,남,기계공학,전자제어공학,,복수,
21500029,20150301,,3,2,주간,입학,국제어문학부,여,국제지역학,영어,,복수,
21500030,20150301,,3,2,주간,입학,공간환경시스템공학부,여,건설공학,도시환경공학,,복수,
21500031,20150301,,3,2,주간,입학,상담심리사회복지학부,남,상담심리학,사회복지학,,복수,
21500032,20150301,,3,2,주간,입학,생명과학부,여,생명과학(33),상담심리학,,연계,
21500033,20150301,,3,2,주간,입학,법학부,여,한국법,영어,,연계,
21500034,20150301,,2,1,주간,일반휴학,기계제어공학부,남,기계공학,전자제어공학,,복수,
21500035,20150301,,3,2,주간,입학,경영경제학부,여,경제학,상담심리학,,연계,
21500036,20150301,,3,2,주간,입학,국제어문학부,여,국제지역학,상담심리학,,연계,
21500037,20150301,,1,1,주간,일반휴학,글로벌리더십학부,여,,,,,
21500038,20150301,,3,2,주간,입학,국제어문학부,여,영어,국제지역학,,복수,
21500039,20150301,,3,2,주간,입학,전산전자공학부,여,컴퓨터공학,경영학,,연계,
21500040,20150301,,3,2,주간,입학,생명과학부,남,생명과학(33),컴퓨터공학,,연계,
21500041,20150301,,3,2,주간,입학,콘텐츠융합디자인학부,여,제품디자인,시각디자인,,복수,
21500042,20150301,,1,1,주간,제적,글로벌리더십학부,남,,,,,
21500043,20150301,,3,2,주간,입학,전산전자공학부,남,컴퓨터공학,경영학,,연계,
21500044,20150301,,2,1,주간,군입대휴학,경영경제학부,남,경영학,경제학,,복수,
21500045,20150301,,3,2,주간,입학,전산전자공학부,남,컴퓨터공학,전자공학,,복수,
21500046,20150301,,3,2,주간,입학,경영경제학부,남,경영학,상담심리학,,연계,
21500047,20150301,,3,2,주간,입학,콘텐츠융합디자인학부,여,시각디자인,공연영상학,,연계,
21500048,20150301,,2,1,주간,군입대휴학,기계제어공학부,남,기계공학,전자제어공학,,복수,
21500049,20150301,,3,2,주간,입학,전산전자공학부,남,전자공학심화,,,,공학인증
21500050,20150301,,3,2,주간,입학,경영경제학부,남,경제학,경영학,,복수,
21500051,20150301,,3,2,주간,입학,기계제어공학부,남,기계공학,전자제어공학,,복수,
21500052,20150301,,2,1,주간,복학,글로벌리더십학부,여,,,,,
21500053,20150301,,3,2,주간,입학,상담심리사회복지학부,여,상담심리학,사회복지학,,복수,
21500054,20150301,,3,2,주간,입학,콘텐츠융합디자인학부,여,시각디자인,언론정보학,,연계,
21500055,20150301,,2,1,주간,일반휴학,전산전자공학부,여,컴퓨터공학,경영학,,연계,
21500056,20150301,,2,1,주간,일반휴학,상담심리사회복지학부,여,사회복지학,상담심리학,,복수,
21500057,20150301,,2,1,주간,군입대휴학,전산전자공학부,남,컴퓨터공학,경영학,,연계,
21500058,20150301,,3,2,주간,입학,법학부,남,한국법,US and International Law,,복수,
21500059,20150301,,3,2,주간,입학,공간환경시스템공학부,남,건설공학,도시환경공학,,복수,
21500060,20150301,,2,1,주간,군입대휴학,국제어문학부,남,국제지역학,사회복지학,,연계,
21500061,20150301,,3,2,주간,입학,콘텐츠융합디자인학부,남,제품디자인,시각디자인,,복수,
21500062,20150301,,2,1,주간,군입대휴학,경영경제학부,남,경영학,시각디자인,,연계,
21500063,20150301,,3,2,주간,입학,기계제어공학부,남,기계공학,전자제어공학,,복수,
21500064,20150301,,3,2,주간,입학,언론정보문화학부,여,언론정보학,국제지역학,,연계,
21500065,20150301,,0,1,주간,제적,글로벌리더십학부,남,전자공학심화,,,,공학인증
21500066,20150301,,2,1,주간,군입대휴학,전산전자공학부,남,전자공학심화,,,,공학인증
21500067,20150301,,3,2,주간,입학,상담심리사회복지학부,여,상담심리학,사회복지학,,복수,
21500068,20150301,,3,2,주간,입학,상담심리사회복지학부,여,상담심리학,Global Entrepreneurship,,연계,
21500069,20150301,,3,2,주간,입학,경영경제학부,남,경영학,경제학,,복수,
21500070,20150301,,2,1,주간,일반휴학,법학부,여,US and International Law,한국법,,복수,
21500071,20150301,,2,1,주간,군입대휴학,전산전자공학부,남,컴퓨터공학,전자공학,,복수,
21500072,20150301,130,3,2,주간,입학,국제어문학부,여,국제지역학,US and International Law,,연계,
21500073,20150301,,1,1,주간,제적,글로벌리더십학부,여,,,,,
21500074,20150301,,3,2,주간,입학,생명과학부,여,생명과학(66),,,,
21500075,20150301,,3,2,주간,입학,국제어문학부,여,국제지역학,한국법,,연계,
21500076,20150301,,3,2,주간,입학,언론정보문화학부,여,공연영상학,언론정보학,,복수,
21500077,20150301,,3,2,주간,입학,법학부,여,US and International Law,Global Entrepreneurship,,연계,
21500078,20150301,,3,2,주간,입학,경영경제학부,남,경영학,상담심리학,,연계,
21500079,20150301,,3,2,주간,입학,전산전자공학부,남,컴퓨터공학,전자공학,,복수,
21500080,20150301,,3,2,주간,입학,기계제어공학부,남,기계공학,전자제어공학,,복수,
21500081,20150301,,3,2,주간,입학,언론정보문화학부,남,공연영상학,영어,,연계,
21500082,20150301,,3,2,주간,입학,콘텐츠융합디자인학부,여,시각디자인,ICT융합,,연계,
21500083,20150301,,3,2,주간,입학,법학부,남,US and International Law,영어,,연계,
21500084,20150301,,1,1,주간,제적,글로벌리더십학부,남,,,,,
21500085,20150301,,3,2,주간,입학,공간환경시스템공학부,여,건설공학,ICT융합,,연계,
21500086,20150301,,3,2,주간,입학,콘텐츠융합디자인학부,여,시각디자인,제품디자인,,복수,
21500087,20150301,,3,2,주간,입학,국제어문학부,여,국제지역학,영어,,복수,
21500088,20150301,,3,2,주간,입학,콘텐츠융합디자인학부,여,시각디자인,제품디자인,,복수,
21500089,20150301,,2,1,주간,군입대휴학,생명과학부,남,생명과학(66),,,,
21500090,20150301,,3,2,주간,입학,공간환경시스템공학부,여,건설공학,도시환경공학,,복수,
21500091,20150301,,3,2,주간,입학,생명과학부,여,생명과학(66),,,,
21500092,20150301,,3,2,주간,입학,상담심리사회복지학부,여,상담심리학,경제학,,연계,
21500093,20150301,,3,2,주간,입학,법학부,남,한국법,US and International Law,,복수,
21500094,20150301,,3,2,주간,입학,기계제어공학부,남,기계공학,전자제어공학,,복수,
21500095,20150301,,3,2,주간,입학,생명과학부,남,생명과학(66),,,,
21500096,20150301,,3,2,주간,입학,언론정보문화학부,여,언론정보학,공연영상학,,복수,
21500097,20150301,,3,2,주간,입학,생명과학부,남,생명과학(66),,,,
21500098,20150301,,3,2,주간,입학,공간환경시스템공학부,여,도시환경공학,ICT융합,,연계,
21500099,20150301,,3,2,주간,입학,콘텐츠융합디자인학부,남,시각디자인,제품디자인,,복수,
21500100,20150301,,1,1,주간,일반휴학,글로벌리더십학부,남,,,,,
21500101,20150301,,3,2,주간,입학,상담심리사회복지학부,남,상담심리학,Global Entrepreneurship,,연계,
21500102,20150301,,2,1,주간,군입대휴학,기계제어공학부,남,기계공학,전자제어공학,,복수,
21500103,20150301,,3,2,주간,입학,전산전자공학부,여,컴퓨터공학,경영학,,연계,
21500104,20150301,,3,2,주간,입학,전산전자공학부,남,전자공학심화,,,,공학인증
21500105,20150301,,3,2,주간,입학,언론정보문화학부,여,공연영상학,시각디자인,,연계,
21500106,20150301,,3,2,주간,입학,상담심리사회복지학부,여,상담심리학,경영학,,연계,
21500107,20150301,,3,2,주간,입학,생명과학부,여,생명과학(66),,,,
21500108,20150301,,3,2,주간,입학,공간환경시스템공학부,여,건설공학,컴퓨터공학,,연계,
21500109,20150301,,3,2,주간,입학,법학부,여,US and International Law,한국법,,복수,
21500110,20150301,,3,2,주간,입학,법학부,여,한국법,국제지역학,,연계,
21500111,20150301,,3,2,주간,입학,언론정보문화학부,여,언론정보학,컴퓨터공학,,연계,
21500112,20150301,,2,1,주간,군입대휴학,콘텐츠융합디자인학부,남,시각디자인,제품디자인,,복수,
21500113,20150301,,3,2,주간,입학,상담심리사회복지학부,여,사회복지학,상담심리학,,복수,
21500114,20150301,,3,2,주간,입학,상담심리사회복지학부,여,사회복지학,상담심리학,,복수,
21500115,20150301,,3,2,주간,입학,공간환경시스템공학부,여,건설공학,시각디자인,,연계,
21500116,20150301,,3,2,주간,입학,경영경제학부,여,경영학,언론정보학,,연계,
21500117,20150301,,3,2,주간,입학,기계제어공학부,여,기계공학,전자제어공학,,복수,
21500118,20150301,,2,1,주간,일반휴학,경영경제학부,여,경영학,컴퓨터공학,,연계,
21500119,20150301,,2,1,주간,군입대휴학,법학부,남,한국법,경제학,,연계,
21500120,20150301,,3,2,주간,입학,경영경제학부,남,경영학,상담심리학,,연계,
21500121,20150301,,3,2,주간,입학,전산전자공학부,남,컴퓨터공학심화,,,,공학인증
21500122,20150301,,3,2,주간,입학,전산전자공학부,여,컴퓨터공학,경영학,,연계,
21500123,20150301,,3,2,주간,입학,생명과학부,여,생명과학(66),,,,
21500124,20150301,,3,2,주간,입학,경영경제학부,남,경영학,언론정보학,,연계,
21500125,20150301,,3,2,주간,입학,국제어문학부,여,국제지역학,US and International Law,,연계,
21500126,20150301,,3,2,주간,입학,생명과학부,여,생명과학(66),,,,
21500127,20150301,,3,2,주간,입학,국제어문학부,여,국제지역학,시각디자인,,연계,
21500128,20150301,,3,2,주간,입학,경영경제학부,여,경영학,컴퓨터공학,,연계,
21500129,20150301,,3,2,주간,입학,상담심리사회복지학부,여,상담심리학,국제지역학,,연계,
21500130,20150301,,3,2,주간,입학,상담심리사회복지학부,여,상담심리학,사회복지학,,복수,
21500131,20150301,,3,2,주간,입학,공간환경시스템공학부,여,도시환경공학,건설공학,,복수,
21500132,20150301,,2,1,주간,복학,글로벌리더십학부,여,,,,,
21500133,20150301,,3,2,주간,입학,콘텐츠융합디자인학부,여,제품디자인,시각디자인,,복수,
21500134,20150301,,3,2,주간,입학,공간환경시스템공학부,남,도시환경공학,사회복지학,,연계,
21500135,20150301,,3,2,주간,입학,법학부,남,한국법,경제학,,연계,
21500136,20150301,,3,2,주간,입학,공간환경시스템공학부,남,건설공학,시각디자인,,연계,
21500137,20150301,,3,2,주간,입학,경영경제학부,여,경영학,경제학,,복수,
21500138,20150301,,3,2,주간,입학,경영경제학부,여,경영학,상담심리학,,연계,
21500139,20150301,,3,2,주간,입학,생명과학부,여,생명과학(33),상담심리학,,연계,
21500140,20150301,,3,2,주간,입학,법학부,여,한국법,시각디자인,,연계,
21500141,20150301,,3,2,주간,입학,국제어문학부,여,국제지역학,영어,,복수,
21500142,20150301,,2,1,주간,군입대휴학,법학부,남,한국법,사회복지학,,연계,
21500143,20150301,,3,2,주간,입학,공간환경시스템공학부,남,도시환경공학,건설공학,,복수,
21500144,20150301,,3,2,주간,입학,생명과학부,여,생명과학(66),,,,
21500145,20150301,,3,2,주간,입학,공간환경시스템공학부,여,건설공학,도시환경공학,,복수,
21500146,20150301,,3,2,주간,입학,상담심리사회복지학부,여,상담심리학,사회복지학,,복수,
21500147,20150301,,3,2,주간,입학,국제어문학부,여,영어,US and International Law,,연계,
