학번,입학일자,교육과정,등록학기,학년,주야,현학적,학과명,성별,전공1,전공2,부전공,비고,공학인증여부
21500148,20150301,,3,2,주간,입학,전산전자공학부,여,전자공학심화,,,,공학인증
21500149,20150301,,3,2,주간,입학,상담심리사회복지학부,남,상담심리학,사회복지학,,복수,
21500150,20150301,,3,2,주간,입학,전산전자공학부,여,전자공학심화,,,,공학인증
21500151,20150301,,3,2,주간,입학,언론정보문화학부,여,언론정보학,상담심리학,,연계,
21500152,20150301,,3,2,주간,입학,국제어문학부,여,영어,국제지역학,,복수,
21500153,20150301,,2,1,주간,군입대휴학,전산전자공학부,남,컴퓨터공학,Global Entrepreneurship,,연계,
21500154,20150301,,3,2,주간,입학,생명과학부,남,생명과학(33),수학교육학,,연계,
21500155,20150301,,3,2,주간,입학,전산전자공학부,남,전자공학심화,,,,공학인증
21500156,20150301,,3,2,주간,입학,경영경제학부,남,경영학,경제학,,복수,
21500157,20150301,,3,2,주간,입학,생명과학부,여,생명과학(33),상담심리학,,연계,
21500158,20150301,,3,2,주간,입학,기계제어공학부,여,기계공학,전자제어공학,,복수,
21500159,20150301,,3,2,주간,입학,상담심리사회복지학부,여,상담심리학,사회복지학,,복수,
21500160,20150301,,1,1,주간,일반휴학,글로벌리더십학부,여,,,,,
21500161,20150301,,3,2,주간,입학,콘텐츠융합디자인학부,여,시각디자인,공연영상학,,연계,
21500162,20150301,,3,2,주간,입학,상담심리사회복지학부,여,사회복지학,국제지역학,,연계,
21500163,20150301,,3,2,주간,입학,콘텐츠융합디자인학부,여,제품디자인,시각디자인,,복수,
21500164,20150301,,3,2,주간,입학,생명과학부,남,생명과학(66),,,,
21500165,20150301,,3,2,주간,입학,전산전자공학부,여,컴퓨터공학심화,,,,공학인증
21500166,20150301,,3,2,주간,입학,전산전자공학부,여,전자공학심화,,,,공학인증
21500167,20150301,,3,2,주간,입학,생명과학부,여,생명과학(66),,,,
21500168,20150301,,3,2,주간,입학,전산전자공학부,남,컴퓨터공학,전자공학,,복수,
21500169,20150301,,3,2,주간,입학,법학부,남,US and International Law,경영학,,연계,
21500170,20150301,,3,2,주간,입학,콘텐츠융합디자인학부,여,시각디자인,언론정보학,,연계,
21500171,20150301,,3,2,주간,입학,언론정보문화학부,여,공연영상학,컴퓨터공학,,연계,
21500172,20150301,,3,2,주간,입학,전산전자공학부,남,컴퓨터공학,전자공학,,복수,
21500173,20150301,,3,2,주간,입학,상담심리사회복지학부,여,상담심리학,생명과학(33),,연계,
21500174,20150301,,3,2,주간,입학,법학부,남,한국법,US and International Law,,복수,
21500175,20150301,,2,1,주간,일반휴학,법학부,남,한국법,기계공학,,연계,
21500176,20150301,,1,1,주간,군입대휴학,글로벌리더십학부,남,,,,,
21500177,20150301,,2,1,주간,군입대휴학,생명과학부,남,생명과학(66),,,,
21500178,20150301,,3,2,주간,입학,생명과학부,여,생명과학(66),,,,
21500179,20150301,,3,2,주간,입학,콘텐츠융합디자인학부,여,시각디자인,제품디자인,,복수,
21500180,20150301,,3,2,주간,입학,콘텐츠융합디자인학부,여,제품디자인,시각디자인,,복수,
21500181,20150301,,2,1,주간,복학,글로벌리더십학부,여,,,,,
21500182,20150301,,3,2,주간,입학,생명과학부,남,생명과학(66),,,,
21500183,20150301,,2,1,주간,군입대휴학,국제어문학부,남,국제지역학,상담심리학,,연계,
21500184,20150301,,3,2,주간,입학,상담심리사회복지학부,남,상담심리학,컴퓨터공학,,연계,
21500185,20150301,,2,1,주간,군입대휴학,전산전자공학부,남,컴퓨터공학,Global Entrepreneurship,,연계,
21500186,20150301,,3,2,주간,입학,경영경제학부,여,경영학,ICT융합,,연계,
21500187,20150301,,3,2,주간,입학,상담심리사회복지학부,여,상담심리학,사회복지학,,복수,
21500188,20150301,,2,1,주간,군입대휴학,기계제어공학부,남,기계공학,전자제어공학,,복수,
21500189,20150301,,3,2,주간,입학,경영경제학부,여,경영학,시각디자인,,연계,
21500190,20150301,,3,2,주간,입학,국제어문학부,여,국제지역학,사회복지학,,연계,
21500191,20150301,,3,2,주간,입학,콘텐츠융합디자인학부,여,시각디자인,컴퓨터공학,,연계,
21500192,20150301,,3,2,주간,입학,상담심리사회복지학부,여,상담심리학,US and International Law,,연계,
21500193,20150301,,2,1,주간,일반휴학,법학부,여,한국법,도시환경공학,,연계,
21500194,20150301,,3,2,주간,입학,공간환경시스템공학부,여,건설공학,제품디자인,,연계,
21500195,20150301,,3,2,주간,입학,상담심리사회복지학부,여,상담심리학,사회복지학,,복수,
21500196,20150301,,3,2,주간,입학,경영경제학부,여,경영학,컴퓨터공학,,연계,
21500197,20150301,,2,1,주간,일반휴학,법학부,남,한국법,US and International Law,,복수,
21500198,20150301,,3,2,주간,입학,상담심리사회복지학부,남,상담심리학,언론정보학,,연계,
21500199,20150301,,3,2,주간,입학,상담심리사회복지학부,여,상담심리학,사회복지학,,복수,
21500200,20150301,,3,2,주간,입학,콘텐츠융합디자인학부,여,시각디자인,제품디자인,,복수,
21500201,20150301,,2,1,주간,군입대휴학,전산전자공학부,남,전자공학심화,,,,공학인증
21500202,20150301,,3,2,주간,입학,공간환경시스템공학부,여,도시환경공학,건설공학,,복수,
21500203,20150301,,3,2,주간,입학,전산전자공학부,여,컴퓨터공학,전자공학,,복수,
21500204,20150301,,3,2,주간,입학,콘텐츠융합디자인학부,여,시각디자인,Global Entrepreneurship,,연계,
21500205,20150301,,3,2,주간,입학,기계제어공학부,남,기계공학,전자제어공학,,복수,
21500206,20150301,,2,1,주간,군입대휴학,기계제어공학부,남,기계공학,전자제어공학,,복수,
21500207,20150301,,3,2,주간,입학,상담심리사회복지학부,여,상담심리학,사회복지학,,복수,
21500208,20150301,,3,2,주간,입학,상담심리사회복지학부,여,사회복지학,상담심리학,,복수,
21500209,20150301,,2,1,주간,복학,글로벌리더십학부,여,,,,,
21500210,20150301,,3,2,주간,입학,생명과학부,여,생명과학(45),,상담심리학,,
21500211,20150301,,2,1,주간,일반휴학,상담심리사회복지학부,여,상담심리학,사회복지학,,복수,
21500212,20150301,,3,2,주간,입학,생명과학부,남,생명과학(66),,,,
21500213,20150301,,2,1,주간,복학,글로벌리더십학부,여,,,,,
21500214,20150301,,3,2,주간,입학,기계제어공학부,여,기계공학,전자제어공학,,복수,
21500215,20150301,,3,2,주간,입학,상담심리사회복지학부,여,상담심리학,사회복지학,,복수,
21500216,20150301,,3,2,주간,입학,전산전자공학부,여,컴퓨터공학심화,,,,공학인증
21500217,20150301,,2,1,주간,군입대휴학,기계제어공학부,남,기계공학,전자제어공학,,복수,
21500218,20150301,,3,2,주간,입학,경영경제학부,여,경영학,상담심리학,,연계,
21500219,20150301,,2,1,주간,군입대휴학,콘텐츠융합디자인학부,남,시각디자인,제품디자인,,복수,
21500220,20150301,,3,2,주간,입학,상담심리사회복지학부,여,상담심리학,사회복지학,,복수,
21500221,20150301,,2,1,주간,일반휴학,콘텐츠융합디자인학부,여,시각디자인,제품디자인,,복수,
21500222,20150301,,3,2,주간,입학,전산전자공학부,여,컴퓨터공학,전자공학,,복수,
21500223,20150301,,2,1,주간,군입대휴학,상담심리사회복지학부,남,상담심리학,사회복지학,,복수,
21500224,20150301,,3,2,주간,입학,전산전자공학부,여,컴퓨터공학,경영학,,연계,
21500225,20150301,,3,2,주간,입학,공간환경시스템공학부,여,건설공학,도시환경공학,,복수,
21500226,20150301,,3,2,주간,입학,전산전자공학부,여,컴퓨터공학,경영학,,연계,
21500227,20150301,,3,2,주간,입학,법학부,여,한국법,상담심리학,,연계,
21500228,20150301,,3,2,주간,입학,생명과학부,여,생명과학(45),,컴퓨터공학,,
21500229,20150301,,3,2,주간,입학,법학부,여,US and International Law,경영학,,연계,
21500230,20150301,,3,2,주간,입학,상담심리사회복지학부,여,상담심리학,영어,,연계,
21500231,20150301,,3,2,주간,입학,경영경제학부,여,Global Management,Visual Communication Design,,연계,
21500232,20150301,,3,2,주간,입학,국제어문학부,남,국제지역학,US and International Law,,연계,
21500233,20150301,,3,2,주간,입학,기계제어공학부,남,기계공학,전자제어공학,,복수,
21500234,20150301,,3,2,주간,입학,생명과학부,여,생명과학(33),상담심리학,,연계,
21500235,20150301,,3,2,주간,입학,법학부,남,US and International Law,국제지역학,,연계,
21500236,20150301,,3,2,주간,입학,법학부,여,한국법,언론정보학,,연계,
21500237,20150301,,2,1,주간,일반휴학,기계제어공학부,남,기계공학,전자제어공학,,복수,
21500238,20150301,,3,2,주간,입학,상담심리사회복지학부,여,상담심리학,사회복지학,,복수,
21500239,20150301,,3,2,주간,입학,경영경제학부,남,경영학,상담심리학,,연계,
21500240,20150301,,2,1,주간,군입대휴학,전산전자공학부,남,컴퓨터공학,경영학,,연계,
21500241,20150301,,3,2,주간,입학,상담심리사회복지학부,여,상담심리학,국제지역학,,연계,
21500242,20150301,,3,2,주간,입학,생명과학부,남,생명과학(66),,,,
21500243,20150301,,3,2,주간,입학,콘텐츠융합디자인학부,여,제품디자인,ICT융합,,연계,
21500244,20150301,,3,2,주간,입학,생명과학부,여,생명과학(66),,,,
21500245,20150301,,3,2,주간,입학,경영경제학부,남,경제학,경영학,,복수,
21500246,20150301,,3,2,주간,입학,기계제어공학부,남,기계공학,전자제어공학,,복수,
21500247,20150301,,2,1,주간,군입대휴학,전산전자공학부,남,컴퓨터공학,전자공학,,복수,
21500248,20150301,,3,2,주간,입학,상담심리사회복지학부,여,상담심리학,Global Management,,연계,
21500249,20150301,,2,1,주간,일반휴학,글로벌리더십학부,남,,,,,
21500250,20150301,,3,2,주간,입학,콘텐츠융합디자인학부,여,시각디자인,ICT융합,,연계,
21500251,20150301,,1,1,주간,제적,글로벌리더십학부,남,,,,,
21500252,20150301,,2,1,주간,군입대휴학,경영경제학부,남,경영학,경제학,,복수,
21500253,20150301,,3,2,주간,입학,생명과학부,여,생명과학(45),,컴퓨터공학,,
21500254,20150301,,3,2,주간,입학,공간환경시스템공학부,남,도시환경공학,국제지역학,,연계,
21500255,20150301,,2,1,주간,군입대휴학,기계제어공학부,남,기계공학,전자제어공학,,복수,
21500256,20150301,,3,2,주간,입학,상담심리사회복지학부,여,상담심리학,사회복지학,,복수,
21500257,20150301,,3,2,주간,입학,상담심리사회복지학부,여,상담심리학,사회복지학,,복수,
21500258,20150301,,2,1,주간,군입대휴학,기계제어공학부,남,기계공학,전자제어공학,,복수,
21500259,20150301,,3,2,주간,입학,경영경제학부,남,경제학,경영학,,복수,
21500260,20150301,,3,2,주간,입학,국제어문학부,여,국제지역학,영어,,복수,
21500261,20150301,,3,2,주간,입학,전산전자공학부,남,컴퓨터공학,전자공학,,복수,
21500264,20150301,,2,1,주간,군입대휴학,기계제어공학부,남,기계공학,전자제어공학,,복수,
21500265,20150301,,3,2,주간,입학,기계제어공학부,남,기계공학,전자제어공학,,복수,
21500266,20150301,,3,2,주간,입학,전산전자공학부,남,컴퓨터공학,경영학,,연계,
21500267,20150301,,3,2,주간,입학,전산전자공학부,여,컴퓨터공학,전자공학,,복수,
21500268,20150301,,3,2,주간,입학,경영경제학부,남,경제학,한국법,,연계,
21500269,20150301,,3,2,주간,입학,콘텐츠융합디자인학부,여,시각디자인,제품디자인,,복수,
21500270,20150301,,3,2,주간,입학,언론정보문화학부,남,언론정보학,영어,,연계,
21500271,20150301,,3,2,주간,입학,언론정보문화학부,여,언론정보학,상담심리학,,연계,
21500272,20150301,,3,2,주간,입학,법학부,여,US and International Law,ICT융합,,연계,
21500273,20150301,,1,1,주간,군입대휴학,글로벌리더십학부,남,,,,,
21500274,20150301,,3,2,주간,입학,경영경제학부,여,경영학,경제학,,복수,
21500275,20150301,,3,2,주간,입학,전산전자공학부,여,전자공학심화,,,,공학인증
21500276,20150301,,3,2,주간,입학,생명과학부,여,생명과학(66),,,,
21500277,20150301,,3,2,주간,입학,경영경제학부,여,경영학,사회복지학,,연계,
21500278,20150301,,3,2,주간,입학,상담심리사회복지학부,여,사회복지학,도시환경공학,,연계,
21500279,20150301,,2,1,주간,복학,글로벌리더십학부,여,,,,,
21500280,20150301,,3,2,주간,입학,생명과학부,여,생명과학(33),컴퓨터공학,,연계,
21500281,20150301,,3,2,주간,입학,전산전자공학부,여,컴퓨터공학심화,,,,공학인증
21500282,20150301,,3,2,주간,입학,생명과학부,여,생명과학(66),,,,
21500283,20150301,,3,2,주간,입학,생명과학부,여,생명과학(66),,,,
21500284,20150301,,3,2,주간,입학,생명과학부,여,생명과학(66),,,,
21500285,20150301,,3,2,주간,입학,경영경제학부,여,경영학,한국법,,연계,
21500286,20150301,,3,2,주간,입학,경영경제학부,여,경제학,상담심리학,,연계,
