Source course,Dest course,Count
MEC20059.3,GCS20001.5,2
MEC20059.3,GEK30014.3,2
MEC20059.2,MEC20051.2,2
MEC20059.2,GEK10062.2,4
MEC20059.2,GEK10098.2,2
MEC20059.2,GCS10003.2,2
CSW30053.1,CSW20055.1,2
CSW30053.1,GEK10029.1,2
CSW30053.1,CSW20002.3,4
CSW30053.1,GEK20065.2,2
CSW30053.1,GEK10040.2,1
GEK20016.1,GEK10041.1,4
GEK20016.1,GCS20001.2,2
GEK20016.1,GEK10070.1,8
GEK20016.1,GEK10059.2,2
GEK20016.1,GEK10042.1,4
GEK20016.1,GCS10040.2,2
GEK20016.1,GEK10098.2,4
GEK20016.1,GCS10003.2,2
