Source course,Dest course,Count
GEK10098.1,GCS10062.11,2
GEK10098.1,GEK10077.1,1
GEK10098.1,GCS10062.6,4
GEK10098.1,GCS10010.1,2
GEK10098.1,GCS10007.4,2
IID30011.1,IID20059.2,1
CUE20013.1,GCS10053.6,2
CUE20013.1,CUE20005.1,6
GEK10088.1,GCS10002.1,1
GEK10088.1,GEK10058.1,1
GEK10088.1,GCS10007.4,1
GEK10088.1,GCS10062.11,1
IID20055.2,GEK10021.1,1
LAW30071.1,GCS10053.10,2
LAW30071.1,GCS20001.13,2
IID20055.1,IID20013.3,5
IID20055.1,GCS20001.15,1
IID20055.1,GCS10033.3,1
GCS20002.15,GCS10007.3,2
GEK30015.2,GEK10021.1,1
GEK30015.2,GEK20042.2,2
CSW30009.3,GCS10033.1,2
CSW30009.3,ISE30093.1,1
MEC20005.1,MEC10001.2,6
MEC20005.1,GEK10030.1,2
MEC20005.1,GCS10027.2,2
MEC20005.1,GEK20028.4,1
MEC20005.1,GEK20063.3,2
MEC20005.1,GCS10037.7,6
MEC20005.1,MEC20002.2,4
MEC20005.1,CCC20053.1,2
MEC20005.1,GCS20001.10,2
MEC20005.1,CCE30006.1,2
MEC20005.1,GEK10061.1,2
GEK10061.2,GCS10053.2,2
GEK10061.1,GCS10039.2,2
GEK10061.1,GCS10011.1,2
GEK10061.1,GCS10033.2,2
GCS10039.1,GCS10007.4,6
GCS10037.8,GCS10001.3,2
IID20006.3,GCS10016.2,1
ISE30080.1,GCS10007.4,2
BFT40052.1,BFT30010.2,4
GCS10037.7,GCS10011.1,2
MEC20002.2,GCS20001.2,2
MEC20002.2,GCS10011.1,2
MEC20002.2,GEK30030.1,4
MEC20002.2,ISE20074.1,2
ITP40001.1,ECE40093.1,1
ITP40001.1,ECE30092.1,1
MEC10002.2,GCS10037.9,4
MEC10002.2,GCS10023.1,4
MEC10002.2,GEK10090.2,2
MEC10002.2,GCS10062.5,6
MEC10002.2,GCS10001.3,4
MEC10002.2,GEK10021.4,2
MEC10002.2,GCS10062.10,2
MEC10002.2,GEK10096.3,2
MEC10002.2,GCS10033.3,4
MEC10002.2,ISE20085.1,1
MEC10002.2,GCS10007.3,2
MEC10002.2,GEK10098.1,6
MEC10002.2,GCS10039.1,2
MEC20059.3,GCS10056.1,2
MEC20059.3,GEK10095.3,2
MEC20059.3,GCS10053.8,4
MEC20059.3,GEK30015.2,1
MEC20059.3,GCS20001.13,2
MEC20059.3,GCS10007.4,4
HMM40039.1,GEK30030.1,1
HMM40039.1,GCS10001.2,1
