year,semester,subjectCode,num_x,capacity,classroom,student_count,time,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,time_conv,course,random.ID,num_y
2016,1,GCS10001,2,45,HDH 424,50,"T3,F3",,,,,,,,,"[15, 51]",GCS10001.2,J9A9Bnq0,2
2016,1,GCS10001,2,45,HDH 424,50,"T3,F3",,,,,,,,,"[15, 51]",GCS10001.2,fFCNUCtm,2
2016,1,GCS10001,2,45,HDH 424,50,"T3,F3",,,,,,,,,"[15, 51]",GCS10001.2,ldlUImvi,2
2016,1,GCS10001,2,45,HDH 424,50,"T3,F3",,,,,,,,,"[15, 51]",GCS10001.2,xN7jzIHF,2
2016,1,GCS10001,2,45,HDH 424,50,"T3,F3",,,,,,,,,"[15, 51]",GCS10001.2,d3wosNzK,2
2016,1,GCS10001,2,45,HDH 424,50,"T3,F3",,,,,,,,,"[15, 51]",GCS10001.2,hDpwLIiI,2
2016,1,GCS10001,2,45,HDH 424,50,"T3,F3",,,,,,,,,"[15, 51]",GCS10001.2,hnCtKvl3,2
2016,1,GCS10001,2,45,HDH 424,50,"T3,F3",,,,,,,,,"[15, 51]",GCS10001.2,XAD5puEy,2
2016,1,GCS10001,2,45,HDH 424,50,"T3,F3",,,,,,,,,"[15, 51]",GCS10001.2,9J0tYJAz,2
2016,1,GCS10001,2,45,HDH 424,50,"T3,F3",,,,,,,,,"[15, 51]",GCS10001.2,3P9lfWTV,2
2016,1,GCS10001,2,45,HDH 424,50,"T3,F3",,,,,,,,,"[15, 51]",GCS10001.2,bXqEsBmR,2
2016,1,GCS10001,2,45,HDH 424,50,"T3,F3",,,,,,,,,"[15, 51]",GCS10001.2,gKcLWHGs,2
2016,1,GCS10001,2,45,HDH 424,50,"T3,F3",,,,,,,,,"[15, 51]",GCS10001.2,V89bB87D,2
2016,1,GCS10001,2,45,HDH 424,50,"T3,F3",,,,,,,,,"[15, 51]",GCS10001.2,qcT7Vltt,2
2016,1,GCS10001,2,45,HDH 424,50,"T3,F3",,,,,,,,,"[15, 51]",GCS10001.2,KrEVZVW5,2
2016,1,GCS10001,2,45,HDH 424,50,"T3,F3",,,,,,,,,"[15, 51]",GCS10001.2,NDCmGchj,2
2016,1,GCS10001,2,45,HDH 424,50,"T3,F3",,,,,,,,,"[15, 51]",GCS10001.2,EjhPwTGt,2
2016,1,GCS10001,2,45,HDH 424,50,"T3,F3",,,,,,,,,"[15, 51]",GCS10001.2,3F1j3bLI,2
2016,1,GCS10001,2,45,HDH 424,50,"T3,F3",,,,,,,,,"[15, 51]",GCS10001.2,LQZd1Oqy,2
2016,1,GCS10001,3,45,HDH 403,48,"T5,F5",,,,,,,,,"[17, 53]",GCS10001.3,CR7mqn3e,3
2016,1,GCS10001,3,45,HDH 403,48,"T5,F5",,,,,,,,,"[17, 53]",GCS10001.3,vxqB3Qdr,3
2016,1,GCS10001,3,45,HDH 403,48,"T5,F5",,,,,,,,,"[17, 53]",GCS10001.3,wtaMIMLW,3
2016,1,GCS10001,3,45,HDH 403,48,"T5,F5",,,,,,,,,"[17, 53]",GCS10001.3,bhlmO13W,3
2016,1,GCS10001,3,45,HDH 403,48,"T5,F5",,,,,,,,,"[17, 53]",GCS10001.3,v8XWeop4,3
2016,1,GCS10001,3,45,HDH 403,48,"T5,F5",,,,,,,,,"[17, 53]",GCS10001.3,oKdpYtVo,3
2016,1,GCS10001,3,45,HDH 403,48,"T5,F5",,,,,,,,,"[17, 53]",GCS10001.3,Rr7nLIYP,3
2016,1,GCS10001,3,45,HDH 403,48,"T5,F5",,,,,,,,,"[17, 53]",GCS10001.3,73h9S17y,3
2016,1,GCS10001,3,45,HDH 403,48,"T5,F5",,,,,,,,,"[17, 53]",GCS10001.3,cp3avB1b,3
2016,1,GCS10001,3,45,HDH 403,48,"T5,F5",,,,,,,,,"[17, 53]",GCS10001.3,5idzMz0M,3
2016,1,GCS10001,3,45,HDH 403,48,"T5,F5",,,,,,,,,"[17, 53]",GCS10001.3,OgDzH7dU,3
2016,1,GCS10001,3,45,HDH 403,48,"T5,F5",,,,,,,,,"[17, 53]",GCS10001.3,fJmzP566,3
2016,1,GCS10001,3,45,HDH 403,48,"T5,F5",,,,,,,,,"[17, 53]",GCS10001.3,mTABsFwq,3
2016,1,GCS10001,3,45,HDH 403,48,"T5,F5",,,,,,,,,"[17, 53]",GCS10001.3,yy45HJ4a,3
2016,1,GCS10001,3,45,HDH 403,48,"T5,F5",,,,,,,,,"[17, 53]",GCS10001.3,LxpTreLt,3
2016,1,GCS10001,3,45,HDH 403,48,"T5,F5",,,,,,,,,"[17, 53]",GCS10001.3,8mkMsxcR,3
2016,1,GCS10001,3,45,HDH 403,48,"T5,F5",,,,,,,,,"[17, 53]",GCS10001.3,8TjqoFWv,3
2016,1,GCS10001,3,45,HDH 403,48,"T5,F5",,,,,,,,,"[17, 53]",GCS10001.3,dlNGUygt,3
2016,1,GCS10001,3,45,HDH 403,48,"T5,F5",,,,,,,,,"[17, 53]",GCS10001.3,YKDOH7oo,3
2016,1,GCS10001,3,45,HDH 403,48,"T5,F5",,,,,,,,,"[17, 53]",GCS10001.3,QX17R6Wo,3
2016,1,GCS10001,3,45,HDH 403,48,"T5,F5",,,,,,,,,"[17, 53]",GCS10001.3,3ZwaeU17,3
2016,1,GCS10001,3,45,HDH 403,48,"T5,F5",,,,,,,,,"[17, 53]",GCS10001.3,1u2Ibdel,3
2016,1,GCS10001,3,45,HDH 403,48,"T5,F5",,,,,,,,,"[17, 53]",GCS10001.3,1TzRMLVH,3
2016,1,GCS10001,3,45,HDH 403,48,"T5,F5",,,,,,,,,"[17, 53]",GCS10001.3,J3j6NAM1,3
2016,1,GCS10001,3,45,HDH 403,48,"T5,F5",,,,,,,,,"[17, 53]",GCS10001.3,Ws20weeG,3
2016,1,GCS10001,3,45,HDH 403,48,"T5,F5",,,,,,,,,"[17, 53]",GCS10001.3,uXm4HytA,3
2016,1,GCS10001,3,45,HDH 403,48,"T5,F5",,,,,,,,,"[17, 53]",GCS10001.3,x452iskN,3
2016,1,GCS10001,3,45,HDH 403,48,"T5,F5",,,,,,,,,"[17, 53]",GCS10001.3,yqEgk8nx,3
2016,1,GCS10001,3,45,HDH 403,48,"T5,F5",,,,,,,,,"[17, 53]",GCS10001.3,OpfjUoca,3
2016,1,GCS10001,3,45,HDH 403,48,"T5,F5",,,,,,,,,"[17, 53]",GCS10001.3,Zxhte9t7,3
2016,1,GCS10001,3,45,HDH 403,48,"T5,F5",,,,,,,,,"[17, 53]",GCS10001.3,Dh1cEhsg,3
2016,1,GCS10001,3,45,HDH 403,48,"T5,F5",,,,,,,,,"[17, 53]",GCS10001.3,w5ODqr5q,3
2016,1,GCS10001,3,45,HDH 403,48,"T5,F5",,,,,,,,,"[17, 53]",GCS10001.3,eYi9slxc,3
2016,1,GCS10001,3,45,HDH 403,48,"T5,F5",,,,,,,,,"[17, 53]",GCS10001.3,K38b1SIo,3
2016,1,GCS10001,3,45,HDH 403,48,"T5,F5",,,,,,,,,"[17, 53]",GCS10001.3,6Pvaq2wu,3
2016,1,GCS10001,3,45,HDH 403,48,"T5,F5",,,,,,,,,"[17, 53]",GCS10001.3,7hyT0S37,3
2016,1,GCS10001,3,45,HDH 403,48,"T5,F5",,,,,,,,,"[17, 53]",GCS10001.3,OGh4n6yJ,3
2016,1,GCS10001,3,45,HDH 403,48,"T5,F5",,,,,,,,,"[17, 53]",GCS10001.3,LHE4xzUL,3
2016,1,GCS10001,3,45,HDH 403,48,"T5,F5",,,,,,,,,"[17, 53]",GCS10001.3,8sCH4IZZ,3
2016,1,GCS10001,3,45,HDH 403,48,"T5,F5",,,,,,,,,"[17, 53]",GCS10001.3,TJhmw4Pc,3
